,index1_x,County_x,Year_x,ShelterID,BusName_x,City_x,Zip_x,License Type_x,DogSold_x,PupSold_x,CatSold_x,KitSold_x,ExoticSold_x,BegInvDog_x,DogRec_x,DogAdopt_x,DogReclaim_x,DogEuth_x,EndInvDogs_x,BegInvCat_x,CatRec_x,CatsAdopt_x,CatsReclaim_x,CatEuth_x,EndInvCats_x,BegInvOther_x,OtherRec_x,OtherAdopt_x,OtherReclaim_x,OtherEuth_x,EndInvOther_x,AllRec_x,AllAdopt_x,AllReclaim_x,AllEuth_x,index1_y,County_y,Year_y,BusName_y,City_y,Zip_y,License Type_y,DogSold_y,PupSold_y,CatSold_y,KitSold_y,ExoticSold_y,BegInvDog_y,DogRec_y,DogAdopt_y,DogReclaim_y,DogEuth_y,EndInvDogs_y,BegInvCat_y,CatRec_y,CatsAdopt_y,CatsReclaim_y,CatEuth_y,EndInvCats_y,BegInvOther_y,OtherRec_y,OtherAdopt_y,OtherReclaim_y,OtherEuth_y,EndInvOther_y,AllRec_y,AllAdopt_y,AllReclaim_y,AllEuth_y
104,1140,Kankakee,2010,4822,Kanakakee County Humane Society Inc.,Kankakee,60901,Animal Shelter,0,0,0,0,0,0,228,230,1,1,0,0,84,97,0,1,0,0,0,0,0,0,0,312,327,1,2,1172,Kankakee,2013,"Kankakee County Humane Society, Inc.",Kankakee,60901,Animal Shelter,0,0,0,0,0,26,286,271,0,3,38,29,97,111,0,0,43,0,0,0,0,0,0,383,382,0,3
105,1143,Kankakee,2010,3970,Kankakee County Animal Control Center,Kankakee,60901,Animal Control,0,0,0,0,0,0,1065,413,257,395,0,0,385,160,7,418,0,0,81,41,7,33,0,1531,614,271,846,1171,Kankakee,2013,Kankakee County Animal Control Center,Kankakee,60901,Animal Control Facility,0,0,0,0,0,0,727,280,217,228,0,0,241,141,3,97,0,0,106,34,11,61,0,1074,455,231,386
106,1146,Kankakee,2010,11653,New Beginnings For Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,168,280,0,36,0,0,0,0,0,0,0,168,280,0,36,1173,Kankakee,2013,New Beginning for Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,99,314,258,0,66,130,0,0,0,0,0,0,314,258,0,66
107,1159,Kankakee,2010,13825,Village of Manteno Animal Control,Manteno,60950,Animal Control,0,0,0,0,0,0,20,1,14,5,0,0,8,2,2,4,0,0,0,0,0,0,0,28,3,16,9,1161,Kankakee,2013,Village of Manteno Animal Control,Manteno,60950,0,0,0,0,0,0,0,15,0,13,2,0,0,2,0,2,0,0,0,2,1,1,0,0,19,1,16,2
108,1178,Kendall,2010,13910,Annie's Little Angels Small Breed Rescue,Oswego,60543,Animal Shelter,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,2376,Will,2013,Annie's Little Angels Small Breed Rescue,Plainfield,60544,Animal Shelter,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
109,1181,Kendall,2010,13789,Eye On The Sparrow,Plano,60545,0,0,0,0,0,0,0,253,250,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,253,250,1,2,1225,Kendall,2013,Eye on the Sparrow,Montgomery,60538,0,0,0,0,0,0,28,167,164,0,3,31,0,27,10,0,1,16,0,0,0,0,0,0,194,174,0,4
110,1184,Kendall,2010,11945,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,0,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,56,0,0,1219,Kendall,2013,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,8,75,71,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,75,71,0,2
111,1189,Kendall,2010,13987,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,20,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1221,Kendall,2013,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,333,481,1,1,0,6,808,814,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,810,816,0,1
112,1192,Kendall,2010,478,Kendall County Animal Control,Yorkville,60560,Animal Control,198,1,44,39,0,0,363,199,80,28,0,0,134,83,1,0,0,0,0,0,0,0,0,497,282,81,28,1206,Kendall,2013,Kendall County Animal Control,Yorkville,60560,Animal Control,1118,0,71,0,0,22,401,105,209,28,18,9,216,93,7,19,15,0,0,0,0,0,0,617,198,216,47
113,1197,Kendall,2010,9577,Recycled Rotts Inc.,Oswego,60543,Animal Shelter,0,0,0,0,0,0,111,97,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,111,97,0,12,1222,Kendall,2013,"Recycled Rotts, Inc.",Oswego,60543,0,0,0,0,0,0,0,172,165,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,172,165,0,7
