index1,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth,2010
1146,Kankakee,2010,11653,New Beginnings For Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,168,280,0,36,0,0,0,0,0,0,0,168,280,0,36,
1153,Kankakee,2010,13976,Sunrise Center - Animal Rescue,St. Anne,60964,Animal Shelter,40,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1156,Kankakee,2010,12381,Village of Bradley,Bradley,60915,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1159,Kankakee,2010,13825,Village of Manteno Animal Control,Manteno,60950,Animal Control,0,0,0,0,0,0,20,1,14,5,0,0,8,2,2,4,0,0,0,0,0,0,0,28,3,16,9,
1178,Kendall,2010,13910,Annie's Little Angels Small Breed Rescue,Oswego,60543,Animal Shelter,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,
1181,Kendall,2010,13789,Eye On The Sparrow,Plano,60545,0,0,0,0,0,0,0,253,250,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,253,250,1,2,
1184,Kendall,2010,11945,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,0,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,56,0,0,
1189,Kendall,2010,13987,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,20,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1192,Kendall,2010,478,Kendall County Animal Control,Yorkville,60560,Animal Control,198,1,44,39,0,0,363,199,80,28,0,0,134,83,1,0,0,0,0,0,0,0,0,497,282,81,28,
1194,Kendall,2010,9582,Kendall County Pet H.A.V.E.N.,Oswego,60543,Animal Shelter,18,10,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,
1197,Kendall,2010,9577,Recycled Rotts Inc.,Oswego,60543,Animal Shelter,0,0,0,0,0,0,111,97,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,111,97,0,12,
1200,Kendall,2010,13865,Sita's Dog Sanctuary & Safe Haven,Yorkville,60560,Animal Shelter,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,
1204,Kendall,2010,10937,Western Irish Setter Club Inc.,Minooka,60447,Animal Shelter,0,0,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,16,0,0,
1227,Knox,2010,13761,Guardian Angels Humane Society,Galesburg,61401,Animal Shelter,0,0,0,0,0,0,13,13,0,0,0,0,102,78,0,0,0,0,5,7,0,0,0,120,98,0,0,
1231,Knox,2010,7871,Knox County Humane Society,Galesburg,61401-9770,Animal Shelter,433,71,246,63,0,0,769,504,202,37,0,0,517,309,6,121,0,0,0,0,0,0,0,1286,813,208,158,
1234,Knox,2010,8448,Knoxville Animal Control,Knoxville,61448,Animal Control,0,0,0,0,0,0,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,24,0,
1235,Knox,2010,13922,River King Newfoundland Club Rescue,Brighton,62012,Animal Shelter,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,
1351,Lasalle,2010,13358,City of Streator Animal Control,Streator,61364,Animal Control,0,0,0,0,0,0,90,0,80,10,0,0,75,0,0,75,0,0,0,0,0,0,0,165,0,80,85,
1355,Lasalle,2010,10281,Illinois Valley Animal Rescue,Lasalle,61301,Animal Shelter,0,0,0,0,0,0,275,225,35,15,0,0,600,100,15,485,0,0,2,0,2,0,0,877,325,52,500,
1357,LaSalle,2010,13822,Illinois Valley Cat Taxi,Mendota,61342,Animal Shelter,0,0,0,0,0,0,3,3,0,0,0,0,238,230,0,0,0,0,0,0,0,0,0,241,233,0,0,
1358,Lasalle,2010,11531,Marseilles Veterinary Hospital,Marseilles,61341,Animal Control,0,0,0,0,0,0,49,26,11,12,0,0,27,23,4,0,0,0,0,0,0,0,0,76,49,15,12,
1363,Lasalle,2010,8073,Pet Project Inc.,Marseilles,61341,Animal Shelter,0,0,0,0,0,0,178,171,0,0,0,0,73,45,0,1,0,0,0,0,0,0,0,251,216,0,1,
1386,Lawrence,2010,5422,Lawrence County Animal Control,Lawrenceville,62439,Animal Control,0,0,0,0,0,0,175,16,37,6,0,0,142,3,4,33,0,0,0,0,0,0,0,317,19,41,39,
1389,Lawrence,2010,8603,Lawrence County Humane Society (CATS),Lawrenceville,62439,Animal Shelter,55,15,13,10,0,0,271,55,18,12,0,0,179,23,5,15,0,0,0,0,0,0,0,450,78,23,27,
1401,Lee,2010,8565,City of Amboy,Amboy,61310,Animal Control,0,0,0,0,0,0,13,1,12,0,0,0,15,0,1,14,0,0,0,0,0,0,0,28,1,13,14,
1404,Lee,2010,6062,Granny Rose Animal Shelter,Dixon,61021,Animal Shelter,0,0,0,0,0,0,75,73,0,0,0,0,66,78,2,1,0,0,0,0,0,0,0,141,151,2,1,
1410,Lee,2010,5490,Sauk Valley Humane Soc Inc,Mendota,61342,Animal Shelter,2,0,3,1,0,0,8,2,6,0,0,0,11,3,1,5,0,0,0,0,0,0,0,19,5,7,5,
1421,Livingston,2010,10364,Guardian Angel Basset Rescue Inc.,Dwight,60420,Animal Shelter,0,0,0,0,0,0,220,200,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,220,200,5,5,
1424,Livingston,2010,13734,Livco Animal Control Inc.,Fairbury,61739,Animal Control,0,0,0,0,0,0,189,99,73,17,0,0,27,0,16,11,0,0,12,12,0,0,0,228,111,89,28,
1427,Livingston,2010,9427,Livingston County Humane Society,Pontiac,61764,Animal Shelter,0,0,0,0,0,0,201,142,0,14,0,0,187,102,0,9,0,0,0,0,0,0,0,388,244,0,23,
1441,Logan,2010,12805,Humane Society of Logan County,Lincoln,62656,Animal Shelter,0,0,0,0,0,0,19,19,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,34,32,0,0,
1444,Logan,2010,6968,Logan County Animal Control,Lincoln,62656,Animal Control,0,0,0,0,0,0,394,85,78,51,0,0,347,41,5,150,0,0,0,0,0,4,0,741,126,83,205,
1449,Macon,2010,10185,Homeward Bound Pet Shelter Inc.,Decatur,62526,Animal Shelter,0,0,0,0,0,0,366,337,3,2,0,0,94,69,0,1,0,0,0,0,0,0,0,460,406,3,3,
1452,Macon,2010,6479,Humane Society of Decator/Macon Co,Decatur,62526,Animal Shelter,0,0,0,0,0,0,72,52,3,1,16,0,104,49,0,2,51,0,0,0,0,0,0,176,101,3,3,
1455,Macon,2010,13788,Illinois English Bulldog Rescue,Decatur,62526,Animal Shelter,0,0,0,0,0,0,90,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,0,2,
1458,Macon,2010,7978,Love at First Sight,Forsyth,62535,Animal Shelter,0,0,0,0,0,0,417,399,0,0,0,0,224,223,0,0,0,0,0,0,0,0,0,641,622,0,0,
1461,Macon,2010,4811,Macon County Animal Control & Care Ctr,Decatur,62526,Animal Control,0,0,0,0,0,0,1396,332,324,723,0,0,1640,233,26,1195,0,0,384,5,1,368,0,3420,570,351,2286,
1464,Macon,2010,12676,Pet Tracks,Decatur,62526,Animal Shelter,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,6,4,0,1,
1467,Macon,2010,7909,Prairieland Animal Welfare,Decator ,62521,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,0,0,
1470,Macon,2010,8535,Victorian House Animal Placements,Maroa,61756,Animal Shelter,0,0,0,0,0,0,0,1,0,0,0,0,2,12,0,2,0,0,0,0,0,0,0,2,13,0,2,
1487,Macoupin,2010,13833,Feathered Nest,Brighton,62012,Animal Shelter,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,
1490,Macoupin,2010,6098,Macoupin County Adopt-A-Pet,Benld,62009,Animal Shelter,0,0,0,0,0,0,327,358,7,1,0,0,195,189,0,0,0,0,0,0,0,0,0,522,547,7,1,
1493,Macoupin,2010,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,0,782,239,287,256,0,0,462,132,110,220,0,0,15,15,0,0,0,1259,386,397,476,
1507,Madison,2010,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,401,45,78,278,0,0,389,14,3,372,0,0,242,4,0,238,0,1032,63,81,888,
1510,Madison,2010,2792,Alton Area Animal Aid Association,Godfrey,62035,Animal Shelter,0,0,0,0,0,0,228,300,6,3,0,0,157,169,3,5,0,0,0,0,0,0,0,385,469,9,8,
1512,Madison,2010,3846,APA (ASSN For the Protection  of Animals),Granite City,62040,Animal Shelter,0,0,0,0,0,0,80,131,27,3,0,0,21,30,5,2,0,0,0,0,0,0,0,101,161,32,5,
1515,Madison,2010,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,0,0,0,0,0,0,22,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,3,
1518,Madison,2010,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,0,0,0,0,0,0,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,1,
1521,Madison,2010,8699,East Alton Animal Control,East Alton,62024,Animal Control,0,0,0,0,0,0,70,0,40,30,0,0,134,0,14,120,0,0,0,0,0,0,1,204,0,54,150,
1527,Madison,2010,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,0,0,0,0,0,0,623,20,150,458,0,0,559,5,10,544,0,0,0,0,0,0,0,1182,25,160,1002,
1530,Madison,2010,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,0,0,0,0,0,0,170,65,66,0,0,0,246,207,7,0,0,0,0,0,0,0,0,416,272,73,0,
1534,Madison,2010,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,0,0,0,0,0,0,1698,352,332,971,0,0,2432,243,36,2122,0,0,0,0,0,0,0,4130,595,368,3093,
1537,Madison,2010,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,0,0,0,0,0,0,602,516,0,63,0,0,487,368,0,86,0,0,0,0,0,0,0,1089,884,0,149,
1540,Madison,2010,8361,Nameoki,Granite City,62040,Animal Control,0,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,52,0,0,0,
1543,Madison,2010,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,0,0,0,0,0,0,736,661,0,10,0,0,316,441,0,10,0,0,0,0,0,0,0,1052,1102,0,20,
1548,Madison,2010,3923,Warren Billhartz Animal Shelter,Collinsville,62234,0,0,0,0,0,0,0,304,19,122,59,0,0,365,9,16,161,0,0,146,0,3,42,0,815,28,141,262,
1582,Marion,2010,10558,Away To Me Border Collie Rescue,Centralia,62801,Animal Shelter,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,
1585,Marion,2010,310,City of Centralia,Centralia,62801,0,0,0,0,0,0,0,766,24,168,163,0,0,228,7,9,32,0,0,0,0,0,0,0,994,31,177,195,
1592,Marshall,2010,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,140,71,14,49,2,0,215,211,4,11,0,0,63,63,0,24,0,0,2,2,0,0,0,280,276,4,35,
1596,Marshall,2010,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,240,30,190,20,0,0,0,0,0,0,0,0,0,0,0,0,0,240,30,190,20,
1602,Mason,2010,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,53,2,28,23,0,0,81,0,60,21,0,0,0,0,0,0,0,134,2,88,44,
1605,Mason,2010,11651,Pets Without Parents,Easton,62633,Animal Shelter,0,0,0,0,0,0,189,89,37,43,0,0,179,53,8,95,0,0,0,0,0,0,0,368,142,45,138,
1608,Mason,2010,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,5,0,
1618,Massac,2010,320,City of Metropolis,Metropolis,62960,Animal Control,0,0,0,0,0,0,270,190,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,270,190,40,40,
1622,Massac,2010,9517,Project Hope Humane Society,Metropolis,62960,Animal Shelter,106,75,57,50,0,0,189,181,4,4,0,0,129,107,2,4,0,0,0,0,0,0,0,318,288,6,8,
1625,Massac,2010,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,
1636,McDonough,2010,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,0,0,0,0,0,0,557,242,100,46,0,0,517,174,6,216,0,0,0,0,0,0,0,1074,416,106,262,
1766,Menard,2010,3987,Menard County Animal Control,Petersburg,62675,Animal Control,0,0,0,0,0,0,324,55,157,51,0,0,110,29,8,74,0,0,0,0,0,0,0,434,84,165,125,
1769,Mercer,2010,322,Mercer County Animal Control,Aledo,61231,Animal Control,0,0,0,0,0,0,98,20,42,12,0,0,54,21,1,28,0,0,0,2,1,0,1,152,43,44,40,
1773,Monroe,2010,11527,Humane Society of Monroe County,Red Bud,62278,Animal Shelter,0,0,0,0,0,0,223,186,0,3,0,0,146,112,0,2,0,0,2,2,0,0,0,371,300,0,5,
1776,Monroe,2010,6034,Monroe County Animal Pound,Waterloo,62298,Animal Control,0,0,0,0,0,0,196,99,65,32,0,0,220,40,9,171,0,0,6,6,0,0,0,422,145,74,203,
1782,Montgomery,2010,13249,Montgomery Co Animal Control and Shelter,Hillsboro,62049,Animal Control,0,0,0,0,0,0,481,346,121,14,0,0,138,113,1,24,0,0,0,0,0,0,0,619,459,122,38,
1787,Montgomery,2010,14054,Paws Care Inc.,Taylor Springs,62017,Animal Shelter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
1796,Morgan,2010,325,Morgan County Animal Control,Jacksonville,62650,Animal Control,0,0,0,0,0,0,534,112,0,31,0,0,427,28,0,64,0,0,0,0,0,0,0,961,140,0,95,
1804,Moultrie,2010,8900,Moultrie County Animal Control,Sullivan,61951,Animal Control,0,0,0,0,0,0,125,44,38,43,0,0,43,5,0,38,0,0,0,0,0,0,0,168,49,38,81,
1807,Moultrie,2010,8566,Village of Arthur,Arthur,61911,Animal Control,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,
1815,Ogle,2010,11535,A Place To Call Home,Creston,60113,Animal Shelter,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,
1820,Peoria,2010,8628,Foster Pet Outreach,Peoria,61601,Animal Shelter,0,0,0,0,0,0,67,56,1,2,0,0,7,7,0,0,0,0,0,0,0,0,0,74,63,1,2,
1822,Peoria,2010,13702,Paws Giving Independence NFP,Peoria,61614,Animal Shelter,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,
1825,Peoria,2010,13920,Peoria County Animal Welfare Shelter,Peoria,61603,Animal Control,0,0,0,0,0,0,2564,632,566,1161,0,0,2837,476,36,2269,0,0,156,57,3,70,0,5557,1165,605,3500,
1828,Peoria,2010,11004,Pets For Seniors,Brimfield,61517,Animal Shelter,0,0,0,0,0,0,56,55,0,1,0,0,53,49,0,1,0,0,0,0,0,0,0,109,104,0,2,
1846,Perry,2010,4839,Perry County Animal Control,Pinckneyville,62274,Animal Control,0,0,0,0,0,0,326,217,80,27,0,0,227,108,0,112,0,0,1,1,0,0,0,554,326,80,139,
1849,Perry,2010,10838,Perry County Humane Society,Duquoin,62832,Animal Shelter,0,0,0,0,0,0,137,55,2,1,0,0,55,12,0,0,0,0,0,0,0,0,0,192,67,2,1,
1858,Piatt,2010,13808,Village of Mansfield ,Mansfield ,61854,Animal Shelter,0,0,0,0,0,0,14,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,15,0,
1864,Pike,2010,8996,Pike County Animal Control,Pittsfield,62363,Animal Control,0,0,0,0,0,0,487,237,141,102,0,0,122,70,20,25,0,0,0,0,0,3,0,609,307,161,130,
1869,Pope,2010,6793,Pope County Animal Pound,Golconda,62938,Animal Control,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1875,Pulaski,2010,7146,City of Mounds,Mounds,62964,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1878,Pulaski,2010,6935,Mound City Animal Pound,Mound City,62963,Animal Control,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
1886,Putnam,2010,5252,Putnam County Animal Control,McNabb,61335,Animal Control,0,0,0,0,0,0,29,11,13,5,0,0,28,5,0,23,0,0,0,0,0,0,0,57,16,13,28,
1890,Putnam,2010,8979,Village of Granville,Granville,61326,Animal Control,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,
1896,Randolph,2010,6713,Chester City Pound,Chester,62233,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1899,Randolph,2010,7376,Evansville Dog Pound,Evansville,62242,Animal Control,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,
1902,Randolph,2010,12697,Gunner's Run Rescue,Ruma,62278,Animal Shelter,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,
1906,Randolph,2010,6969,Randolph County Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,145,71,26,48,0,0,36,12,2,22,0,0,0,0,0,0,0,181,83,28,70,
1909,Randolph,2010,10487,Randolph County Humane Society,Sparta,62286,Animal Shelter,0,0,0,0,0,0,190,49,4,10,0,0,51,18,14,4,0,0,0,0,0,0,0,241,67,18,14,
1913,Randolph,2010,352,Sparta Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,256,106,100,50,0,0,125,0,0,125,0,0,56,0,0,56,0,437,106,100,231,
1916,Randolph,2010,7682,Steelville Animal Control,Steeleville,62288,Animal Control,0,0,0,0,0,0,6,0,6,0,0,0,9,0,0,9,0,0,30,0,0,30,0,45,0,6,39,
1919,Randolph,2010,7619,Tilden Animal Control,Tilden,62292,Animal Control,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,
1941,Richland,2010,8645,Humane Society of Olney Area,Olney,62450,Animal Shelter,0,0,0,0,0,0,58,39,18,1,0,0,44,29,11,4,0,0,3,3,0,0,0,105,71,29,5,
1944,Richland,2010,356,Richland County Animal Control Center,Olney,62450,Animal Control,0,0,0,0,0,0,418,10,49,94,0,0,259,1,1,46,0,0,0,0,0,0,0,677,11,50,140,
1952,Rock Island,2010,6357,Animal Aid Humane Society Inc.,Moline,61265,Animal Shelter,0,0,0,0,0,0,33,40,1,0,0,0,307,314,1,0,0,0,0,0,0,0,0,340,354,2,0,
1955,Rock Island,2010,4875,City of Silvis,Silvis,61282,Animal Control,0,0,0,0,0,0,63,0,41,0,0,0,20,1,2,0,0,0,1,0,0,0,0,84,1,43,0,
1958,Rock Island,2010,12090,Miss Valley German Shepherd Dog Rescue,Moline,61265,Animal Shelter,0,0,0,0,0,0,61,57,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,57,7,2,
1961,Rock Island,2010,5297,Quad City Animal Welfare Center,Milan,61264,Animal Shelter,390,41,159,109,5,0,434,431,2,2,0,0,290,268,0,8,0,0,5,5,0,0,0,729,704,2,10,
1964,Rock Island,2010,12028,Rock Island County Animal Care & Control,Moline,61265,Animal Control,0,0,0,0,0,0,2307,1782,876,528,0,0,1894,902,39,868,0,0,74,25,4,39,0,4275,2709,919,1435,
1976,Saline,2010,4465,Saline County Animal Control,Harrisburg,62946,Animal Control,0,0,0,0,0,0,642,5,61,319,0,0,371,0,0,344,0,0,0,0,0,0,0,1013,5,61,663,
1983,Sangamon,2010,7071,Animal Protective League,Springfield,62702,Animal Shelter,0,0,0,0,0,0,558,565,16,7,0,0,946,1031,4,31,0,0,0,0,0,0,0,1504,1596,20,38,
1986,Sangamon,2010,13501,Canine Solutions Rescue,Rochester,62563,Animal Shelter,30,11,0,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,0,
1989,Sangamon,2010,13978,Forever Home Feline Ranch,Springfield,62712,Animal Shelter,0,0,0,0,0,0,1,1,0,0,0,0,360,268,2,5,0,0,0,0,0,0,0,361,269,2,5,
1994,Sangamon,2010,10913,Illinois Humane,Springfield,62704,Animal Shelter,0,0,0,0,0,0,11,12,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,14,15,0,1,
1998,Sangamon,2010,3257,Sangamon County Animal Countrol CTR.,Springfield,62703,Animal Control,0,0,0,0,0,0,2553,818,511,776,0,0,1977,595,31,1065,0,0,580,16,10,373,0,5110,1429,552,2214,
2016,Schuyler,2010,396,Schuyler County Dog Pound,Rushville,62681,Animal Control,0,0,0,0,0,0,198,174,13,11,0,0,4,0,2,2,0,0,42,0,30,12,0,244,174,45,25,
2024,Scott,2010,10871,Scott County Dog Rescue,Winchester,62694,Animal Shelter,0,0,0,0,0,0,183,173,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,203,191,0,0,
2028,Shelby,2010,7889,City of Windsor,Windsor,61957,Animal Control,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,
2031,Shelby,2010,4991,Shelby County Animal Control,Shelbyville,62565,Animal Control,0,0,0,0,0,0,563,180,21,251,0,0,14,6,1,7,0,0,0,0,0,0,0,577,186,22,258,
2033,Shelby,2010,12148,"Shelby Humane Society, INC",Shelbyville,62565,Animal Control,0,0,0,0,0,0,16,7,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,30,17,0,0,
2036,Shelby,2010,10224,Sigel Animal Control,Sigel,62462,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2039,Shelby,2010,13942,Village of Herrick,Herrick,62431,Animal Control,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,
2042,Shelby,2010,7147,Village of Tower Hill,Tower Hill,62571,Animal Control,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,4,0,
2054,St. Clair,2010,8793,Animal Rescue & Relief Foundation,Caseyville,62232,Animal Shelter,0,0,0,0,0,0,22,18,1,3,0,0,3,4,1,0,0,0,0,0,0,0,0,25,22,2,3,
2057,St. Clair,2010,371,Belleville Area Humane Society,Belleville,62223,Animal Shelter,0,0,0,0,0,0,802,463,26,220,0,0,556,299,3,150,0,0,49,0,0,47,0,1407,762,29,417,
2061,St. Clair,2010,14083,Gateway Pet Guardians,Swansea,62226,Animal Shelter,0,0,0,0,0,0,39,37,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,47,38,0,1,
2064,St. Clair,2010,9954,IL-MO Rescue,Belleville,62220,Animal Shelter,0,0,0,0,0,0,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,0,0,
2067,St. Clair,2010,6311,Marissa Animal Control,Marissa,62257,Animal Control,0,0,0,0,0,0,112,0,33,0,0,0,128,0,11,0,0,0,0,0,0,0,0,240,0,44,0,
2070,St. Clair,2010,12774,Midwest Schipperke Rescue Inc.,O'Fallon,62269,Animal Shelter,0,0,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1,
2074,St. Clair,2010,13700,Rico's Rescue,Belleville,62223,Animal Shelter,21,150,2,24,0,0,195,171,4,6,0,0,3,2,0,0,0,0,0,0,0,0,0,198,173,4,6,
2077,St. Clair,2010,13786,Spencer Pet Rescue,O'Fallon,62269,Animal Shelter,311,314,37,87,0,0,665,625,0,2,0,0,69,37,0,6,0,0,0,0,0,0,0,734,662,0,8,
2080,St. Clair,2010,4913,St. Clair County Animal Services,Belleville,62222,Animal Control,0,0,0,0,0,0,4871,530,1442,2899,0,0,3949,189,128,3632,0,0,0,0,0,0,0,8820,719,1570,6531,
2098,Stark,2010,6212,Stark County Animal Control,Toulon,61483,Animal Control,0,0,0,0,0,0,25,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,5,
2101,Stephenson,2010,12772,Critter Camp,German Valley,61039,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,36,0,0,0,232,36,0,0,
2104,Stephenson,2010,399,Freeport Animal Hospital Inc.,Freeport,61032,Animal Control,18,21,22,41,0,0,108,50,46,12,0,0,45,0,0,45,0,0,0,0,0,0,0,153,50,46,57,
2107,Stephenson,2010,400,Freeport City Pound,Freeport,61032,Animal Control,0,0,0,0,0,0,243,0,117,54,0,0,86,0,0,58,0,0,0,0,0,0,0,329,0,117,112,
2110,Stephenson,2010,6480,Friends Forever Humane Society,Freeport,61032,Animal Shelter,149,63,35,120,0,0,212,212,4,3,0,0,106,185,1,20,0,0,0,0,0,0,0,318,397,5,23,
2123,Tazewell,2010,13939,New Spirit Laussie Rescue,Washington,61571,Animal Shelter,0,0,0,0,0,0,111,77,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,77,0,3,
2125,Tazewell,2010,408,Tazewell Animal Protective Society,Pekin,61554,Animal Shelter,0,0,0,0,0,0,530,469,1,3,0,0,415,293,0,7,0,0,0,0,0,0,0,945,762,1,10,
2128,Tazewell,2010,4246,Tazewell County Animal Control,Tremont,61568,Animal Control,57,23,53,20,0,0,934,80,344,318,0,0,1172,73,17,917,0,0,89,0,0,32,22,2195,153,361,1267,
2137,Union,2010,13872,Cache Creek Animal Rescue,Anna,62906,Animal Shelter,0,0,0,0,0,0,673,513,18,34,0,0,199,168,0,27,0,0,1,1,0,0,0,873,682,18,61,
2140,Union,2010,10036,Paws' Place Adoption Center,Anna,62906,Animal Shelter,0,0,0,0,0,0,300,237,0,0,0,0,52,36,0,0,0,0,0,0,0,0,0,352,273,0,0,
2143,Union,2010,7641,Union County Animal Control,Cobden,62920,Animal Control,0,0,0,0,0,0,302,40,62,79,0,0,104,1,3,62,0,0,7,70,7,0,0,413,111,72,141,
2152,Vermilion,2010,13949,Citizens For Animal Rescue And Adoption,Tilton,61833,Animal Shelter,49,56,86,66,0,0,105,105,0,0,0,0,294,152,4,0,0,0,0,0,0,0,0,399,257,4,0,
2156,Vermilion,2010,415,Humane Society Of Danville,Danville,61832,Animal Shelter,0,0,0,0,0,0,824,194,301,329,0,0,716,93,30,570,0,0,11,5,0,6,0,1551,292,331,905,
2158,Vermilion,2010,5202,Vermilion County Animal Shelter,Danville,61834,Animal Control,0,0,0,0,0,0,1198,629,203,294,0,0,1235,517,22,632,0,0,88,10,1,12,0,2521,1156,226,938,
