index,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
588,Coles,2012,8779,Kieffer's K-9 Country Club,Mattoon,61938,0,0,0,0,0,0,4,1,0,0,0,5,48,5,5,0,0,48,4,0,2,0,0,2,6,7,0,0
589,Brown,2012,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0
590,Moultrie,2012,8900,Moultrie County Animal Control,Sullivan,61951,Animal Control,0,0,0,0,0,5,139,52,50,36,6,0,41,7,0,34,0,0,0,0,0,0,0,180,59,50,70
591,Crawford,2012,8940,Crawford County Humane Society,Robinson,62454,Animal Shelter,402,53,12,2,0,43,455,78,57,24,71,261,175,14,1,18,355,0,0,0,0,0,0,630,92,58,42
592,Putnam,2012,8979,Village of Granville,Granville,61326,Animal Control,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
593,Pike,2012,8996,Pike County Animal Control,Pittsfield,62363,Animal Control,0,0,0,0,0,20,108,63,30,8,27,10,20,13,0,6,11,0,0,0,0,0,0,128,76,30,14
594,Douglas,2012,9011,City of Arcola,Arcola,61910-0215,Animal Control,0,0,0,0,0,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,0
595,Will,2012,9040,Humane Haven Animal Shelter,Bolingbrook,60440,Animal Shelter,0,0,0,0,0,5,30,26,0,2,7,15,95,82,0,4,24,0,0,0,0,0,0,125,108,0,6
596,Livingston,2012,9427,Livingston County Humane Society,Pontiac,61764,Animal Shelter,0,0,0,0,0,9,111,82,0,12,26,80,42,51,0,9,58,0,0,0,0,0,0,153,133,0,21
597,Jodaviess,2012,9465,Safe Haven Humane Society,Elizabeth,61028,0,0,0,0,0,0,11,109,109,1,1,9,22,53,63,0,0,12,0,0,0,0,0,0,162,172,1,1
598,Kendall,2012,9577,Recycled Rotts Inc.,Oswego,60543,Animal Shelter,0,0,0,0,0,0,112,107,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,112,107,0,5
599,Fulton,2012,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,0,0,0,0,0,11,546,441,100,8,8,6,380,354,2,7,23,0,0,0,0,0,0,926,795,102,15
600,Will,2012,9742,Shih Tzu Rescue,Homer Glen,60491,Animal Shelter,0,0,0,0,0,18,24,26,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,1
601,Fayette,2012,9936,Fayette County Animal Control,Vandalia,62471,0,0,0,0,0,0,7,536,41,53,444,5,0,213,0,3,210,0,0,0,0,0,0,0,749,41,56,654
602,Dekalb,2012,9944,Recycling Animals In Need (R.A.I.N.),Hinckley,60520-0810,Animal Shelter,0,0,0,0,0,1,0,1,0,0,0,2,4,4,0,0,2,0,0,0,0,0,0,4,5,0,0
603,Bureau,2012,9990,Bureau County Animal Control,Princeton,61356,Animal Control,0,0,0,0,0,0,74,34,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,74,34,31,9
604,Warren,2012,10075,Western Illinois Animal Rescue Inc.,Monmouth,61462,Animal Shelter,0,0,0,0,0,0,19,16,0,1,2,3,50,15,2,3,33,0,0,0,0,0,0,69,31,2,4
605,Whiteside,2012,10093,Village of Tampico,Tampico,61283,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Massac,2012,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Brown,2012,10161,Village of Versailles,Versailles,62378,Animal Control,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
608,Marshall,2012,10171,"(Missing) Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,140,71,14,49,2,0,215,211,4,11,0,0,63,63,0,24,0,0,2,2,0,0,0,280,276,4,35
609,Macon,2012,10185,Homeward Bound Pet Shelter Inc.,Decatur,62526,Animal Shelter,0,0,0,0,0,29,418,417,2,1,27,16,99,92,0,0,23,0,0,0,0,0,0,517,509,2,1
610,Lasalle,2012,10281,Illinois Valley Animal Rescue,Lasalle,61301,Animal Shelter,0,0,0,0,0,49,236,160,67,3,55,239,418,164,10,192,291,0,0,6,6,0,0,654,330,83,195
611,Livingston,2012,10364,Guardian Angel Basset Rescue Inc.,Dwight,60420,Animal Shelter,0,0,0,0,0,10,180,170,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,180,170,0,3
612,Will,2012,10409,C.O.P.E.,Joliet,60431,Animal Shelter,2,0,40,10,0,2,2,2,0,0,2,20,50,45,0,0,25,0,0,0,0,0,0,52,47,0,0
613,Woodford,2012,10437,City of El Paso,El Paso,61738,Animal Control,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0
614,Randolph,2012,10487,Randolph County Humane Society,Sparta,62286,Animal Shelter,0,0,0,0,0,22,160,126,9,4,43,4,58,43,0,3,16,0,0,0,0,0,0,218,169,9,7
615,Dekalb,2012,10584,Tails Humane Society,Dekalb,60115,Animal Shelter,0,0,0,0,0,186,1530,1353,57,83,178,125,919,770,42,113,113,7,131,111,4,3,15,2580,2234,103,199
616,Hancock,2012,10626,Hearts of Hancock Humane Society,Carthage,62321,0,0,0,0,0,0,2,2,4,0,0,0,25,10,18,0,0,17,0,0,0,0,0,0,12,22,0,0
617,Johnson,2012,10693,Goines Kennels,Vienna,62995,0,0,0,0,0,0,7,265,0,121,148,3,0,0,0,0,0,0,0,0,0,0,0,0,265,0,121,148
618,Perry,2012,10838,Perry County Humane Society,Duquoin,62832,Animal Shelter,0,0,0,0,0,17,161,89,0,1,24,9,50,14,0,1,12,0,0,0,0,0,0,211,103,0,2
619,Scott,2012,10871,Scott County Dog Rescue,Winchester,62694,Animal Shelter,0,0,0,0,0,12,146,143,0,0,15,0,3,3,0,0,0,0,0,0,0,0,0,149,146,0,0
620,Sangamon,2012,10913,Illinois Humane,Springfield,62705,Animal Shelter,0,0,0,0,0,11,25,21,0,0,15,9,14,11,0,0,12,0,2,2,0,0,0,41,34,0,0
621,Kendall,2012,10937,Western Irish Setter Club Inc.,Minooka,60447,Animal Shelter,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
622,Champaign,2012,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,0,0,0,0,0,2,2,4,0,0,0,76,186,175,0,22,65,0,3,3,0,0,0,191,182,0,22
623,Madison,2012,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,0,0,0,0,0,70,708,708,2,5,70,60,340,325,0,3,75,0,0,0,0,0,0,1048,1033,2,8
624,Peoria,2012,11004,Pets For Seniors,Brimfield,61517,Animal Shelter,0,0,0,0,0,0,22,22,0,0,0,15,125,128,0,1,11,0,0,0,0,0,0,147,150,0,1
625,Jasper,2012,11194,Jasper County Animal Control,Newton,62448,Animal Control,0,0,0,0,0,0,151,1,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,80,71
626,Will,2012,11247,Greater Chicago Caged Bird Club,Villa Park,60181,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,521,524,0,5,19,521,524,0,5
627,Fayette,2012,11249,Second Chance Animal Rescue,Vandalia,62471,Kennel Operator,125,50,0,0,0,222,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
628,Coles,2012,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,0,0,0,0,0,3,70,38,8,4,18,8,40,25,7,1,7,0,0,0,0,0,0,110,63,15,5
629,Champaign,2012,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,2,1,42,40,20,2,1
630,Monroe,2012,11527,Humane Society of Monroe County,Red Bud,62278,Animal Shelter,0,0,0,0,0,48,186,188,2,6,38,78,154,127,0,15,90,0,0,0,0,0,0,340,315,2,21
631,Champaign,2012,11647,Champaign County Animal Services,Urbana,61820,Animal Control,0,0,0,0,0,0,910,203,360,338,0,0,641,347,42,238,0,0,25,21,2,2,0,1576,571,404,578
632,Mason,2012,11651,Pets Without Parents,Easton,62633,Animal Shelter,0,0,0,0,0,9,123,72,32,13,6,12,191,109,11,58,13,0,0,0,0,0,0,314,181,43,71
633,Kankakee,2012,11653,New Beginnings For Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,99,236,204,0,38,93,0,0,0,0,0,0,236,204,0,38
634,Champaign,2012,11702,Catsnap,Savoy,61874,Animal Shelter,0,0,0,0,0,0,7,7,0,0,0,47,173,161,1,9,49,0,0,0,0,0,0,180,168,1,9
635,Jefferson,2012,11881,Australian Cattle Dog Rescue Of IL,Texico,62889,Animal Shelter,0,0,0,0,0,35,151,117,0,19,50,0,0,0,0,0,0,0,0,0,0,0,0,151,117,0,19
636,Carroll,2012,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,63,112,121,0,1,53,0,0,0,0,0,0,112,121,0,1
637,Kendall,2012,11945,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,3,66,59,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,66,59,0,1
638,Rock Island,2012,12028,Rock Island County Animal Care & Control,Moline,61265,Animal Control,577,100,509,346,0,1883,1883,677,746,1152,0,1706,1706,854,46,708,0,53,53,21,3,19,0,3642,1552,795,1879
639,Jackson,2012,12038,St. Francis Care,Murphysboro,62966,Animal Shelter,0,0,0,0,0,78,493,479,0,38,54,20,103,100,1,4,18,0,0,0,0,0,0,596,579,1,42
640,Will,2012,12078,Bernese Mountain Dog Club of NI Rescue,Shorewood,60431,Animal Shelter,9,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1
641,Henry,2012,12142,Henry CO Humane Society Geneseo Chapter,Genoseo,61254,Animal Shelter,0,0,0,0,0,0,26,22,0,2,2,0,218,194,0,4,20,0,0,0,0,0,0,244,216,0,6
642,Boone,2012,12181,Fresh Start Animal Rescue Inc.,Belvidere,61008,Animal Shelter,0,0,0,0,0,25,360,337,0,8,40,16,175,147,1,1,26,0,16,15,0,0,1,551,499,1,9
643,Greene,2012,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,0,0,0,0,0,0,25,15,5,5,1,0,50,10,0,40,0,0,0,0,0,0,0,75,25,5,45
644,Clinton,2012,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,0,0,0,0,0,35,128,124,2,1,34,85,50,81,2,2,50,0,0,0,0,0,0,178,205,4,3
645,Macon,2012,12676,Pet Tracks,Decatur,62526,Animal Shelter,0,0,1,0,0,0,0,0,0,0,0,28,21,1,0,0,48,0,0,0,0,0,0,21,1,0,0
646,Randolph,2012,12697,Gunner's Run Rescue,Ruma,62278,Animal Shelter,0,0,0,0,0,3,38,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0
647,Stephenson,2012,12772,Critter Camp,German Vally,61039,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,223,46,0,0,350,223,46,0,0
648,St. Clair,2012,12774,Midwest Schipperke Rescue Inc.,O'Fallon,62269,Animal Shelter,0,0,0,0,0,4,14,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,4
649,Logan,2012,12805,Humane Society of Logan County,Lincoln,62656,Animal Shelter,0,0,0,0,0,2,69,61,1,0,16,2,79,69,2,1,21,0,0,0,0,0,0,148,130,3,1
650,Bond,2012,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,76,61,75,1,12,47,0,0,0,0,0,0,61,75,1,12
651,Will,2012,13180,H.A.P.P.E Parrots Rescue Inc.,Bolingbrook,60440,Animal Shelter,1,0,0,0,27,0,4,1,2,1,0,0,0,0,0,0,0,6,51,27,2,3,6,55,28,4,4
652,Montgomery,2012,13249,Montgomery Co Animal Control and Shelter,Hillsboro,62049,Animal Control,0,0,0,0,0,17,320,213,106,6,12,5,136,120,1,11,9,0,0,0,0,0,0,456,333,107,17
653,Dewitt,2012,13301,"Second Chance Pet Adoptions, Inc.",Clinton,61727,Animal Shelter,0,0,0,0,0,0,65,51,0,3,11,0,44,30,0,2,12,0,4,2,0,0,2,113,83,0,5
654,Adams,2012,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,0,0,0,0,0,0,563,245,265,53,0,0,460,272,21,167,0,0,6,4,0,2,0,1029,521,286,222
655,Lasalle,2012,13358,City of Streator Animal Control,Streator,61364,0,0,0,0,0,0,0,69,19,48,2,0,0,6,1,0,5,0,0,0,0,0,0,0,75,20,48,7
656,Sangamon,2012,13501,Canine Solutions Rescue,Rochester,62563,Kennel Operator,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Will,2012,13512,Making A Difference Rescue,Channahon,60410,Animal Shelter,0,0,0,0,0,15,48,46,0,1,16,9,8,7,0,0,10,0,1,0,0,0,1,57,53,0,1
658,Winnebago,2012,13587,Robinson Parrot Rescue,Rockford,61103,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,6,5,0,0
659,Will,2012,13632,English Springer Rescue America Inc.,New Lenox,60451,Animal Shelter,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
660,Will,2012,13646,Hope 4 Paws Rescue,Plainfield,60586,Animal Shelter,117,59,0,3,0,3,178,176,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,181,179,0,2
661,Will,2012,13677,Aloha (A Love Of Homeless Animals),Bolingbrook,60490,Animal Shelter,0,37,0,0,0,0,47,37,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,47,37,0,3
662,Will,2012,13679,Critter Corral Guinea Pig Rescue,Crete,60417,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,279,292,0,28,127,279,292,0,28
663,Peoria,2012,13702,Paws Giving Independence NFP,Peoria,61614,Animal Shelter,0,0,0,0,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0
664,Madison,2012,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,0,0,0,0,0,5,50,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
665,Livingston,2012,13734,Livco Animal Control Inc.,Fairbury,61739,Animal Control,0,0,0,0,0,0,172,104,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,172,104,29,38
666,Knox,2012,13761,Guardian Angels Humane Society,Galesburg,61401,Animal Shelter,0,0,0,0,0,2,19,19,0,0,2,31,31,24,0,0,38,6,0,2,0,0,4,50,45,0,0
667,Macon,2012,13788,Illinois English Bulldog Rescue,Decatur,62526,Animal Shelter,72,4,0,0,0,0,98,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,72,0,1
668,Kendall,2012,13789,Eye On The Sparrow,Montgomery,60538,Animal Shelter,152,29,3,2,0,28,124,97,0,3,24,0,6,5,0,1,0,0,0,0,0,0,0,130,102,0,4
669,Iroquois,2012,13793,Iroquois County Animal Rescue NFP,Iroquois,60945,Animal Shelter,0,0,140,88,0,0,0,0,0,0,0,80,178,228,6,2,22,0,0,0,0,0,0,178,228,6,2
670,Piatt,2012,13808,Village of Mansfield ,Mansfield ,61854,Animal Shelter,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0
671,LaSalle,2012,13822,Safe House Animal Rescue League NFP,Dalzell,61320,Animal Shelter,0,0,0,0,0,65,0,65,0,0,0,12,282,259,2,0,20,0,44,44,0,0,0,326,368,2,0
672,Kankakee,2012,13825,Village of Manteno Animal Control,Manteno,60950,0,0,0,0,0,0,0,30,3,25,2,0,0,8,1,11,5,0,0,0,0,1,0,0,38,4,37,7
673,Will,2012,13826,Angels On Wheels Animal Rescue NFP,Naperville,60564,Animal Shelter,55,123,4,48,0,5,185,178,0,0,7,1,53,53,0,0,1,0,0,0,0,0, ,238,231,0,0
674,Macoupin,2012,13833,Feathered Nest,Brighton,62012,Animal Shelter,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,15,0,54,0,1
675,Jackson,2012,13839,Midwest Animal Rescue Service,Murphysboro,62966,Animal Shelter,3,30,2,5,0,4,4,3,0,0,1,3,4,1,0,0,3,0,0,0,0,0,0,8,4,0,0
676,Will,2012,13841,Wire Fox Terrier Rescue Midwest,Mokena,60448,Animal Shelter,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0
677,Union,2012,13872,Cache Creek Animal Rescue,Anna,62906,0,0,0,0,0,0,0,772,592,10,74,28,0,256,222,0,23,11,0,0,0,0,0,0,1028,814,10,97
678,Edgar,2012,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,0,0,0,0,0,10,89,86,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,89,86,1,0
679,Effingham,2012,13912,E.A.R.S.,Effingham,62401,Animal Shelter,0,0,0,0,0,16,195,192,7,0,12,8,38,33,0,0,13,0,0,0,0,0,0,233,225,7,0
680,Peoria,2012,13920,Peoria County Animal Welfare Shelter,Peoria,61603,Animal Control,0,0,0,0,0,0,2341,793,573,934,0,0,2731,402,39,2280,0,0,149,99,7,40,0,5221,1294,619,3254
681,Montgomery,2012,13922,River King Newfoundland Club Rescue,Brighton,62012,Animal Shelter,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
682,Hancock,2012,13923,West Hancock Canine Rescue,Hamilton,62341,Animal Shelter,0,0,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0
683,Madison,2012,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,0,0,0,0,0,14,38,41,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,38,41,0,0
684,Tazewell,2012,13939,Australian Shepherd Rescue Midwest,Washington,61571,Animal Shelter,42,7,0,0,0,14,72,49,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,72,49,0,2
685,Shelby,2012,13942,Village of Herrick,Herrick,62431,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Vermilion,2012,13949,Citizens For Animal Rescue And Adoption,Tilton,61833,Animal Shelter,34,39,33,17,0,23,73,73,14,0,23,297,174,50,5,0,416,0,1,0,0,0,1,248,123,19,0
687,Kendall,2012,13987,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,0,0,0,0,0,3,528,528,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,529,529,0,0
688,Crawford,2012,14047,Crawford County Spay & Neuter Foundation,Robinson,62454,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,32,588,106,454,28,2,0,0,0,0,0,0,588,106,454,28
689,Calhoun,2012,14049,Andrea's Adoptive Puppies,Hardin,62047,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
690,Montgomery,2012,14054,Paws Care Inc.,Coffeen,62017,Animal Shelter,0,0,0,0,0,2,20,17,0,0,5,1,14,11,0,0,4,0,0,0,0,0,0,34,28,0,0
691,Winnebago,2012,14064,"Good Shepherd Animal Sanctuary, INC.",Machesney Park,61115,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Will,2012,14074,Kings Promise All Breed Rescue,Peotone,60468,Animal Shelter,2,19,0,0,0,2,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0
693,Adams,2012,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Carroll,2013,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,6,91,41,42,8,6,0,0,0,0,0,0,0,0,0,0,0,0,91,41,42,8
695,Champaign,2013,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Christian,2013,29,Christian County Animal Control,Taylorville,62568,Animal Control,0,0,0,0,0,0,175,98,47,30,0,0,60,55,5,0,0,0,0,0,0,0,0,235,153,52,30
697,Clark,2013,31,City of Casey,Casey,62420,Animal Control,0,0,0,0,0,0,28,0,18,10,1,0,0,0,0,0,0,0,3,0,3,0,0,31,0,21,10
698,Edgar,2013,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,0,0,0,0,0,8,247,196,51,21,8,0,0,0,0,0,0,0,0,0,0,0,0,247,196,51,21
699,Effingham,2013,171,Effingham County Animal Control,Effingham,62401,Animal Control,40,7,1,0,0,7,238,47,62,127,9,0,152,1,6,141,4,0,10,0,0,10,0,400,48,68,278
700,Fulton,2013,189,Fulton County Animal Control,Canton,61520,Animal Control,0,0,0,0,0,15,396,266,117,5,12,25,313,439,2,2,18,0,0,0,0,0,0,709,705,119,7
701,Jackson,2013,204,Humane Society of Southern Illinois,Carbondale,62903,Animal Shelter,0,0,0,0,0,27,876,321,196,352,35,35,1332,115,27,1053,31,0,123,6,0,80,1,2331,442,223,1485
702,McDonough,2013,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,0,0,0,0,0,20,592,200,139,20,209,28,746,153,8,137,64,384,0,0,0,0,0,1338,353,147,157
703,Madison,2013,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,0,0,0,0,0,3,1251,368,281,561,14,2,2053,360,36,1622,4,0,0,0,0,0,0,3304,728,317,2183
704,Marion,2013,310,City of Centralia,Centralia,62801,0,0,0,0,0,0,0,658,19,94,71,0,0,345,7,6,0,0,0,0,0,0,0,0,1003,26,100,71
705,Massac,2013,320,Metropolis Animal Control,Metropolis,62960,Animal Control,0,0,0,0,0,5,243,155,70,9,5,0,0,0,0,0,0,0,0,0,0,0,0,243,155,70,9
706,Morgan,2013,325,Morgan County Animal Control,Jacksonville,62650,Animal Control,0,0,0,0,0,0,519,114,0,15,0,0,631,58,0,29,0,0,267,0,0,267,0,1417,172,0,311
707,Randolph,2013,352,Sparta Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,42,0,35,7,0,0,27,0,0,27,0,0,0,0,0,0,0,69,0,35,34
708,Richland,2013,356,Richland County Animal Control Center,Olney,62450,Animal Control Facility,0,0,0,0,0,8,331,15,51,22,8,8,262,6,1,58,17,0,0,0,0,0,0,593,21,52,80
709,Schuyler,2013,396,Schuyler County Dog Pound,Rushville,62681,Animal Control,0,0,0,0,0,0,163,137,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,163,137,17,9
710,Stephenson,2013,399,Freeport Animal Hospital Inc.,Freeport,61032,Animal Control,18,8,51,58,0,1,87,28,34,22,4,8,128,45,21,0,15,0,0,0,0,0,0,215,73,55,22
711,Stephenson,2013,400,Freeport City Pound,Freeport,61032,Animal Control,0,0,0,0,0,0,170,0,101,0,0,0,0,0,0,0,0,0,225,0,0,225,0,395,0,101,225
712,Tazewell,2013,408,Tazewell Animal Protective Society,Pekin,61554,Animal Shelter,660,226,164,232,0,60,780,767,4,5,62,77,413,364,0,1,119,0,0,0,0,0,0,1193,1131,4,6
713,Vermilion,2013,415,Humane Society of Danville,Danville,61832,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,Wabash,2013,418,Wabash County Animal Control,Mt. Carmel,62863,Animal Control,0,0,0,0,0,473,473,87,34,3,0,237,237,126,2,3,0,0,0,0,0,1,0,710,213,36,7
715,Kendall,2013,478,Kendall County Animal Control,Yorkville,60560,Animal Control,1118,0,71,0,0,22,401,105,209,28,18,9,216,93,7,19,15,0,0,0,0,0,0,617,198,216,47
716,Will,2013,486,TLC Animal Shelter & Humane Society,Homer Glen,60491,Animal Shelter,0,0,0,0,0,14,1088,1075,7,6,16,10,395,381,4,10,14,3,45,39,0,6,0,1528,1495,11,22
717,Dewitt,2013,1395,Dewitt County Animal Control,Clinton,61727,Animal Control,0,0,0,0,0,5,144,59,82,4,4,7,152,124,6,7,22,0,2,1,0,1,4,298,184,88,12
718,Hancock,2013,1520,Hancock County Dog Pound,Basco,62313,Animal Control,0,0,0,0,0,0,183,104,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,183,104,45,34
719,Madison,2013,1909,Granite City Humane Shelter,Granite City,62040,Animal Control Facility,0,0,0,0,0,0,408,34,136,2,0,0,555,17,13,6,0,0,0,0,0,0,0,963,51,149,8
720,Williamson,2013,2354,City of Marion,Marion,62959,Animal Control,0,0,0,0,0,0,252,49,95,13,13,0,156,19,1,34,31,0,0,0,0,0,0,408,68,96,47
721,Marshall,2013,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,80,15,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,80,15,55,10
722,Warren,2013,2945,Warren County Dog Pound,Monmouth,61462,Animal Control,0,0,0,0,0,2,126,45,70,8,3,5,148,140,2,5,6,0,1,0,1,0,0,275,185,73,13
723,Sangamon,2013,3257,Sangamon County Animal Countrol CTR.,Springfield,62703,Animal Control,569,68,294,150,5,43,1958,745,515,591,40,51,1878,903,30,747,57,0,597,10,1,252,0,4433,1658,546,1590
724,Douglas,2013,3259,Douglas County Animal Control,Tuscola,61953-0192,Animal Control,45,20,5,10,0,8,80,65,20,5,8,3,15,15,0,0,3,0,0,0,0,0,0,95,80,20,5
725,Dekalb,2013,3343,Dekalb County Animal Shelter,Genoa,60135,Animal Shelter,0,0,0,0,0,37,170,146,10,10,37,89,195,165,5,25,89,0,2,2,0,0,0,367,313,15,35
726,Boone,2013,3508,Boone County Animal Services,Belvidere,61008,Animal Control,0,0,0,0,0,0,363,83,172,108,0,0,167,118,1,48,0,0,10,9,0,1,0,540,210,173,157
727,Clinton,2013,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,0,0,0,0,0,12,408,155,178,92,2,5,689,37,13,625,19,0,8,0,0,8,0,1105,192,191,725
728,Will,2013,3595,Village of Romeoville ,Romeoville,60446,Animal Control,0,0,0,0,0,0,182,39,143,0,0,0,28,16,9,2,1,0,0,0,0,0,0,210,55,152,2
729,Kane,2013,3626,Aurora Animal Control & Care,Aurora,60506,Animal Control,0,0,0,0,0,39,1356,628,426,320,21,22,1134,667,28,343,118,0,81,37,2,52,0,2571,1332,456,715
730,Grundy,2013,3700,Grundy County Animal Control,Morris,60450,Animal Control,62,0,24,0,0,21,277,62,155,37,18,9,270,24,7,163,25,0,4,4,0,0,0,551,90,162,200
731,White,2013,3791,Carmi City Dog Pound,Carmi,62821,Animal Control,0,0,0,0,0,1,146,44,84,14,4,0,0,0,0,0,0,0,0,0,0,0,0,146,44,84,14
