index,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
878,Stephenson,2013,12772,Critter Camp,German Valley,61039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,150,27,0,0,330,150,27,0,0
879,St. Clair,2013,12774,"Midwest Schipperke Rescue, Inc.",O'Fallon,62269,Animal Shelter,0,0,0,0,0,5,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,2
880,Logan,2013,12805,Humane Society of Logan County,Lincoln,62656,0,0,0,0,0,0,16,54,56,0,1,13,21,86,70,4,8,25,0,0,0,0,0,0,140,126,4,9
881,Bond,2013,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,45,69,85,0,0,29,0,0,0,0,0,0,69,85,0,0
882,Will,2013,13180,"H.A.P.P.E. Parrots Rescue, Inc.",Bolingbrook,60440,Animal Shelter,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,6,46,33,1,6,6,49,34,2,7
883,Montgomery,2013,13249,Montgomery Co Animal Control and Shelter,Hillsboro,62049,Animal Control,0,0,0,0,0,12,324,195,116,6,19,9,187,149,2,25,20,0,0,0,0,0,0,511,344,118,31
884,Dewitt,2013,13301,"Second Chance Pet Adoptions, Inc.",Clinton,61727,Animal Shelter,0,0,0,0,0,0,58,40,0,2,16,0,40,25,0,0,15,0,3,1,0,0,2,101,66,0,2
885,Adams,2013,13357,City of Quincy Animal Shelter,Quincy,62301,0,0,0,0,0,0,0,516,232,243,41,0,0,503,180,13,310,0,0,15,7,1,7,0,1034,419,257,358
886,Lasalle,2013,13358,City of Streator Animal Control,Streator,61364,Animal Control,0,0,0,0,0,0,79,24,50,5,0,0,12,10,1,1,0,0,0,0,0,0,0,91,34,51,6
887,Sangamon,2013,13501,Canine Solutions Rescue,Rochester,62563,Kenner Operator & Animal Shelter,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
888,Will,2013,13512,Making A Difference Rescue,Channahon,60410,Animal Shelter,0,0,0,0,0,16,18,24,0,0,10,10,9,12,0,2,5,1,0,0,0,1,0,27,36,0,3
889,Winnebago,2013,13587,Robison Parrot Rescue,Rockford,61103,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,3,1,1
890,Will,2013,13632,"English Springer Rescue America, Inc.",New Lenox,60451,Animal Shelter,0,0,0,0,0,0,41,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0
891,Will,2013,13646,Hope 4 Paws Rescue,Plainfield,60586,Animal Shelter,51,28,0,2,0,9,81,73,0,2,6,0,3,2,0,0,1,0,0,0,0,0,0,84,75,0,2
892,Will,2013,13677,Aloha (A Love of Homeless Animals),Bolingbrook,60490,Animal Shelter,0,32,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0
893,Will,2013,13679,Critter Corral Guinea Pig Rescue,Plainfield,60585,Animal Shelter,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,75,200,190,0,10,75,200,190,0,10
894,Peoria,2013,13702,"Paws Giving Independence, NFP",Peoria,61612,Animal Shelter,0,0,0,0,0,11,10,8,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0
895,Madison,2013,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,0,0,0,0,0,170,170,160,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,170,160,0,2
896,Livingston,2013,13734,Livco Animal Control Inc.,Fairbury,61739,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Knox,2013,13761,Guardian Angels Humane Society,Galesburg,61041,Animal Shelter,0,0,0,0,0,4,6,6,0,0,4,38,12,11,0,0,39,5,1,3,0,0,3,19,20,0,0
898,Macon,2013,13788,Illinois English Bulldog Rescue,Decatur,62526,Animal Shelter,0,0,0,0,0,40,42,57,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,42,57,0,2
899,Kendall,2013,13789,Eye on the Sparrow,Montgomery,60538,0,0,0,0,0,0,28,167,164,0,3,31,0,27,10,0,1,16,0,0,0,0,0,0,194,174,0,4
900,Iroquois,2013,13793,"Iroquois County Animal Rescue, NFP",Iroquois,60945,Animal Shelter,0,0,98,60,0,0,0,0,0,0,0,90,88,158,8,2,10,0,0,0,0,0,0,88,158,8,2
901,Piatt,2013,13808,Village of Mansfield ,Mansfield ,61854,Animal Control,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0
902,LaSalle,2013,13822,Safe House Animal Rescue League NFP,Dalzell,61320,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,14,193,148,0,13,46,0,0,0,0,0,0,193,148,0,13
903,Kankakee,2013,13825,Village of Manteno Animal Control,Manteno,60950,0,0,0,0,0,0,0,15,0,13,2,0,0,2,0,2,0,0,0,2,1,1,0,0,19,1,16,2
904,Will,2013,13826,"Angels on Wheels Animal Rescue, NFP",Naperville,60564,Animal Shelter,44,75,11,95,0,6,122,119,0,3,6,5,112,106,0,2,9,0,0,0,0,0,0,234,225,0,5
905,Macoupin,2013,13833,Feathered Nest,Brighton,62012,Animal Shelter,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,10,46,46,0,1,10,46,46,0,1
906,Jackson,2013,13839,Midwest Animal Rescue Service,Murphysboro,62966,Animal Shelter,3,56,1,2,0,7,73,59,0,2,19,7,5,3,0,0,10,0,0,0,0,0,0,78,62,0,2
907,Will,2013,13841,Wire Fox Terrier Rescue Midwest,Mokena,60448,Animal Shelter,0,0,0,0,0,1,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0
908,Edgar,2013,13885,Save A Mutt Shelter & Rescue,Chrisman,61924,0,0,0,0,0,0,9,167,140,3,10,23,1,0,0,0,0,1,2,0,0,0,0,2,167,140,3,10
909,Effingham,2013,13912,E.A.R.S.,Effingham,62401,Animal Shelter,0,0,0,0,0,12,205,194,6,0,17,8,61,55,0,0,14,0,0,0,0,0,0,266,249,6,0
910,Peoria,2013,13920,Peoria County Animal Welfare Shelter,Peoria,61603,Animal Control,0,0,0,0,0,0,2145,702,571,845,0,0,2384,393,36,1938,0,0,185,108,10,47,0,4714,1203,617,2830
911,Montgomery,2013,13922,River King Newfoundland Club Rescue,Brighton,62012,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1
912,Hancock,2013,13923,West Hancock Canine Rescue,Hamilton,62341,Animal Shelter,0,0,0,0,0,0,39,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,27,0,0
913,Madison,2013,13934,Come Bye Border Collie Rescue,Highland,62249,Animal Shelter,0,0,0,0,0,10,51,45,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,51,45,0,1
914,Tazewell,2013,13939,"Australian Shepherd Rescue Midwest, Inc.",Washington,61571,0,41,11,0,0,0,15,93,52,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,93,52,0,3
915,Shelby,2013,13942,Village of Herrick,Herrick,62431,Animal Control,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
916,Vermilion,2013,13949,Citizens for Animal Rescue and Adoption,Tilton,61833,Animal Shelter,30,24,23,34,0,23,63,54,13,0,19,416,178,57,6,0,531,1,0,0,0,0,1,241,111,19,0
917,Kendall,2013,13987,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,333,481,1,1,0,6,808,814,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,810,816,0,1
918,Crawford,2013,14047,Crawford County Spay & Neuter Foundation,Robinson,62454,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,3,520,145,340,35,3,0,0,0,0,0,0,520,145,340,35
919,Calhoun,2013,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,10,100,0,0,0,0,100,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,99,0,1
920,Montgomery,2013,14054,"Paws Care, Inc.",Hillsboro,62049,Animal Shelter,0,0,0,0,0,5,58,53,0,1,9,4,21,24,0,0,1,0,0,0,0,0,0,79,77,0,1
921,Winnebago,2013,14064,"Good Shepherd Animal Sanctuary, Inc.",South Beloit,61080,Animal Shelter,20,18,0,0,0,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,1
922,Will,2013,14074,King's Promise All Breed Rescue,Peotone,60468,Animal Shelter,5,13,0,0,0,1,18,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0
923,Adams,2013,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Union,2013,13872,Cache Creek Animal Rescue,Anna,62906,0,0,0,0,0,0,83,603,583,14,17,72,0,68,64,0,0,4,0,0,0,0,0,0,671,647,14,17
925,Carroll,2014,15,Carroll County Animal Pound,Mount Carroll,61053-9052,0,0,0,0,0,0,6,63,32,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,63,32,33,2
926,Champaign,2014,22,Rantoul Dog Pound,Rantoul,61866-2700,0,0,0,0,0,0,0,62,0,0,0,62,0,42,0,0,0,42,0,0,0,0,0,42,104,0,0,0
927,Christian,2014,29,Christian County Animal Control,Taylorville,62568-9381,Animal Shelter,0,0,0,0,0,0,172,89,61,22,0,0,37,34,3,0,0,0,0,0,0,0,0,209,123,64,22
928,Clark,2014,31,City of Casey,Casey,62420-0425,Animal Control Facility,0,0,0,0,0,0,46,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,24,0
929,Edgar,2014,169,Edgar County Animal Control,Paris,61944-0381,Animal Control Facility,55,0,0,0,0,14,265,55,67,26,16,0,0,0,0,0,0,0,0,0,0,0,0,265,55,67,26
930,Effingham,2014,171,Effingham County Animal Control,Effingham,62401-4080,0,86,6,10,24,0,9,258,92,61,108,6,4,145,34,10,91,14,0,1,0,0,1,0,404,126,71,200
931,Fulton,2014,189,Fulton County Animal Control,Canton,61520,Animal Control Facility,0,0,0,0,0,0,419,250,94,22,0,0,246,400,1,8,0,0,0,0,0,0,0,665,650,95,30
932,Jackson,2014,204,Humane Society of Southern Illinois,Carbondale,62903-0291,Animal Shelter,0,0,0,0,0,21,787,117,197,342,16,33,1236,146,14,1038,27,0,79,5,0,43,1,2102,268,211,1423
933,McDonough,2014,266,McDonough County Animal Shelter,redacted,0,Animal Control Facility,0,0,0,0,0,16,483,146,129,10,179,35,775,115,12,160,384,0,0,0,0,0,0,1258,261,141,170
934,Madison,2014,299,Madison County Rabies Control,Edwardsville,62025-6803,0,0,0,0,0,0,12,1076,281,261,488,20,6,1542,338,32,1154,19,0,0,0,0,0,0,2618,619,293,1642
935,Marion,2014,310,City of Centralia,Centralia,62801-3524,Animal Control Facility,0,0,0,0,0,0,635,30,131,87,0,0,277,6,4,2,0,0,0,0,0,0,0,912,36,135,89
936,Massac,2014,320,Metropolis Animal Control,Metropolis,62960-0682,Animal Control Facility,0,0,0,0,0,7,262,159,92,5,6,0,0,0,0,0,0,0,0,0,0,0,0,262,159,92,5
937,Morgan,2014,325,Morgan County Animal Control,Jacksonville,62650-1200,Animal Control Facility,0,0,0,0,0,0,533,95,0,12,0,0,471,69,0,9,0,0,0,0,0,0,0,1004,164,0,21
938,Randolph,2014,352,Sparta Animal Control,Sparta,62286-1666,Animal Control Facility,0,0,0,0,0,0,35,0,25,10,0,0,15,0,0,15,0,0,0,0,0,0,0,50,0,25,25
939,Richland,2014,356,Richland Co Animal Control Center,Olney,62450,0,0,0,0,0,0,8,345,13,57,27,274,17,203,8,1,60,151,0,0,0,0,0,0,548,21,58,87
940,Schuyler,2014,396,Schuyler County Dog Pound,Rushville,62681-0200,Animal Control Facility,0,0,0,0,0,0,76,11,58,7,0,0,3,0,1,2,0,0,0,0,0,0,0,79,11,59,9
941,Stephenson,2014,399,"Freeport Animal Hospital, Inc.",Freeport,61032-9694,Animal Control Facility,12,10,45,60,0,4,203,99,46,17,45,15,107,52,14,48,8,0,0,0,0,0,0,310,151,60,65
942,Stephenson,2014,400,Freeport City Pound,Freeport,61032,Animal Control Facility,0,0,0,0,0,208,208,99,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,208,99,100,9
943,Tazewell,2014,408,Tazewell Animal Protective Society,Pekin,61554-2007,Animal Shelter,0,0,0,0,0,71,740,750,2,0,59,118,592,624,3,0,83,0,0,0,0,0,0,1332,1374,5,0
944,Vermilion,2014,415,Humane Society of Danville,Danville,61832-3110,Animal Shelter,40,3,40,0,0,21,65,79,0,0,7,19,45,49,0,0,15,0,0,0,0,0,0,110,128,0,0
945,Wabash,2014,418,Wabash County Animal Control,Mount Carmel,62863-4413,Animal Control Facility,0,0,0,0,0,301,301,21,43,3,0,325,325,60,2,8,0,0,0,0,0,0,0,626,81,45,11
946,Kendall,2014,478,Kendall County Animal Control,Yorkville,60560-9271,Animal Control Facility,0,0,0,0,0,17,354,102,223,29,14,12,105,49,39,12,8,0,2,2,0,0,0,461,153,262,41
947,Will,2014,486,TLC Animal Shelter & Humane Society,Homer Glen,60491-6742,Animal Shelter,0,0,0,0,0,16,807,781,11,5,12,14,295,281,5,9,9,0,47,39,0,8,0,1149,1101,16,22
948,Dewitt,2014,1395,Dewitt County Animal Control,Clinton,61727,Animal Control Facility,0,0,0,0,0,1,105,48,33,8,17,21,208,213,1,15,0,0,8,8,0,0,0,321,269,34,23
949,Hancock,2014,1520,Hancock County Dog Pound,Basco,62313-2110,Animal Control Facility,0,0,0,0,0,0,168,97,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,168,97,42,29
950,Madison,2014,1909,Granite City Humane Shelter,Granite City,62040-3394,Animal Control Facility,0,0,0,0,0,0,410,37,127,3,0,0,418,31,10,12,0,0,0,0,0,0,0,828,68,137,15
951,Williamson,2014,2354,City of Marion,Marion,62959-2605,Animal Control Facility,0,0,0,0,0,13,220,36,76,10,13,31,144,2,1,17,16,0,0,0,0,0,0,364,38,77,27
952,Marshall,2014,2440,Marshall County Dog Pound,Lacon,61540-0328,Animal Control Facility,0,0,0,0,0,0,180,40,115,25,0,0,0,0,0,0,0,0,0,0,0,0,0,180,40,115,25
953,Warren,2014,2945,Warren County Dog Pound,Monmouth,61462-1761,Animal Control Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Sangamon,2014,3257,Sangamon Co Animal Control Ctr,Springfield,62703-5634,Animal Control Facility,526,117,284,215,3,0,1866,729,457,570,0,0,1580,887,34,502,0,0,556,7,0,222,0,4002,1623,491,1294
955,Douglas,2014,3259,Douglas County Animal Control,Tuscola,61953-0192,Animal Control Facility,41,11,10,13,0,52,174,46,132,6,0,23,23,13,5,4,1,0,0,0,0,0,0,197,59,137,10
956,Dekalb,2014,3343,Dekalb County Animal Shelter,Genoa,60135-7612,Animal Shelter,0,0,0,0,0,32,191,134,19,6,32,98,213,199,8,15,122,0,1,1,0,0,0,405,334,27,21
957,Boone,2014,3508,Boone County Animal Services,Belvidere,61008-4854,Animal Control Facility,0,0,0,0,0,3,312,76,164,72,3,0,91,40,0,51,0,0,6,1,0,5,0,409,117,164,128
958,Clinton,2014,3586,Clinton County Animal Control,Carlyle,62231,Animal Control Facility,0,0,0,0,0,2,454,160,169,117,10,19,510,33,14,467,15,0,9,0,0,9,0,973,193,183,593
959,Will,2014,3595,Village of Romeoville,Romeoville,60446-1390,Animal Control Facility,0,0,0,0,0,202,202,59,143,0,0,89,89,60,20,9,0,0,0,0,0,0,0,291,119,163,9
960,Kane,2014,3626,Aurora Animal Control & Care,Aurora,60506-5552,Animal Control Facility,589,0,519,0,0,37,1282,589,499,127,56,24,915,519,23,249,50,0,1321,0,3,259,0,3518,1108,525,635
961,Grundy,2014,3700,Grundy County Animal Control,Morris,60450-8336,Animal Control Facility,61,0,9,0,0,18,240,61,122,38,9,25,212,9,8,92,31,0,0,0,0,0,0,452,70,130,130
962,White,2014,3791,Carmi City Dog Pound,Carmi,62821-1860,Animal Control Facility,0,0,0,0,0,0,144,46,68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,144,46,68,30
963,Washington,2014,3796,Washington County Animal Control,Nashville,62263-0209,Animal Control Facility,0,0,0,0,0,0,368,191,176,1,0,0,84,83,0,1,0,0,0,0,0,0,0,452,274,176,2
964,Jersey,2014,3850,Jerseyville Animal Control,Jerseyville,62052-1842,Animal Control Facility,0,0,0,0,0,4,104,10,17,77,3,2,95,0,2,93,0,0,0,0,0,0,0,199,10,19,170
965,Will,2014,3874,Will County Humane Society,Shorewood,60404-6600,Animal Shelter,0,0,0,0,0,0,137,113,12,4,0,0,78,92,0,10,0,0,6,6,0,0,0,221,211,12,14
966,Madison,2014,3923,Warren Billhartz Animal Shelter,Collinsville,62234-7434,Animal Control Facility,0,0,0,0,0,4,200,32,105,12,4,19,161,70,6,7,11,0,107,0,0,20,0,468,102,111,39
967,Kankakee,2014,3970,Kankakee County Animal Control,Kankakee,60901-9499,Animal Control Facility,0,0,0,0,0,0,664,228,197,214,15,0,339,180,6,142,35,0,105,55,4,43,0,1108,463,207,399
968,Tazewell,2014,4246,Tazewell County Animal Control,Tremont,61568-0158,Animal Control Facility,0,0,0,0,0,5,824,167,372,267,11,15,713,170,35,502,10,0,226,161,3,43,0,1763,498,410,812
969,Bond,2014,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,4,85,36,23,23,3,0,12,10,0,1,1,0,1,2,0,1,0,98,48,23,25
970,Will,2014,4363,Frankfort Twp Animal Control,Frankfort,60423-0782,Animal Control Facility,0,0,0,0,0,0,90,7,82,1,0,0,29,24,4,1,0,0,0,0,0,0,0,119,31,86,2
971,Woodford,2014,4437,City of Minonk,Minonk,61760-1272,Animal Control Facility,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0
972,Saline,2014,4465,Saline County Animal Control,Harrisburg,62946-1553,Animal Control Facility,0,0,0,0,0,11,323,31,56,79,15,0,263,0,0,184,20,0,0,0,0,0,0,586,31,56,263
973,Franklin,2014,4486,Franklin County Animal Control,Benton,62812-0967,Animal Control Facility,49,1,5,1,0,0,615,50,118,304,0,0,807,6,8,745,0,0,0,0,0,0,0,1422,56,126,1049
974,Will,2014,4530,Bolingbrook Animal Control & Care,Bolingbrook,60440-9058,Animal Control Facility,0,0,0,0,0,4,313,69,196,22,2,1,176,91,11,25,4,35,35,15,15,0,0,524,175,222,47
975,Henderson,2014,4651,Henderson County Dog Pound,Oquawka,61469-0308,0,0,0,0,0,0,0,86,14,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14,58,14
976,Will,2014,4714,Joliet Twp Animal Control Center,Joliet,60436-9548,Animal Control Facility,0,0,0,0,0,22,1444,695,515,232,24,57,953,440,30,495,45,2,13,10,0,5,0,2410,1145,545,732
977,Macon,2014,4811,Macon County Animal Control & Care Center,Decatur,62526-5230,Animal Control Facility,0,0,0,0,0,142,1200,519,288,397,119,150,1211,590,31,615,108,5,216,7,0,200,0,2627,1116,319,1212
978,Kankakee,2014,4822,Kanakakee County Humane Society Inc.,Kankakee,60901,Animal Shelter,0,0,0,0,0,56,413,413,0,1,55,46,115,114,0,2,46,0,0,0,0,0,0,528,527,0,3
979,Perry,2014,4839,Perry County Animal Control,Pinckneyville,62274-3323,Animal Control Facility,0,0,0,0,0,3,256,155,65,31,20,0,166,76,1,89,0,0,0,0,0,0,0,422,231,66,120
980,Macoupin,2014,4869,Macoupin County Animal Control,Carlinville,62626-0391,0,0,0,0,0,0,47,681,477,211,9,31,80,456,340,157,4,35,0,4,4,0,0,0,1141,821,368,13
981,Rock Island,2014,4875,City of Silvis,Silvis,61282-1098,0,0,0,0,0,0,0,60,1,54,0,0,0,5,0,3,0,0,0,0,0,0,0,0,65,1,57,0
982,Jo Daviess,2014,4982,Village of Warren,Warren,61087-0572,Animal Control Facility,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
983,Shelby,2014,4991,Shelby County Animal Control,Shelbyville,62565,Animal Control Facility,0,0,0,0,0,3,136,80,36,20,2,0,36,27,4,5,0,0,3,3,0,0,0,175,110,40,25
984,Henry,2014,5008,Henry County Animal Shelter,Cambridge,61238-0153,Animal Control Facility,0,0,0,0,0,0,85,39,40,6,0,0,45,41,0,4,0,0,0,0,0,0,0,130,80,40,10
985,Jefferson,2014,5064,Jefferson County Animal Control,Mount Vernon,62864-5215,Animal Control Facility,0,0,0,0,0,24,799,469,167,143,44,22,650,138,11,470,53,0,0,0,0,0,0,1449,607,178,613
986,Winnebago,2014,5140,Winnebago County Animal Services,Rockford,61103-1275,Animal Control Facility,0,0,0,0,0,64,2667,537,942,953,73,98,3274,629,142,2301,66,6,1483,36,3,1103,2,7424,1202,1087,4357
987,Henry,2014,5196,Geneseo Police Department,Geneseo,61254-2128,Animal Control Facility,0,0,0,0,0,0,22,0,22,0,0,0,12,9,3,0,0,0,0,0,0,0,0,34,9,25,0
988,Woodford,2014,5200,"Steffen, Dr. J. R.",Goodfield,61742-0102,Animal Control Facility,0,0,0,0,0,0,41,2,27,12,0,0,8,2,2,4,0,0,0,0,0,0,0,49,4,29,16
989,Vermilion,2014,5202,Vermilion County Animal Shelter,Danville,61834-5117,Animal Control Facility,241,120,91,52,0,89,1300,361,299,180,92,64,1031,143,19,385,72,0,74,5,0,69,0,2405,509,318,634
990,Coles,2014,5242,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,0,0,0,0,0,6,847,329,273,239,6,15,852,209,5,464,15,0,0,0,0,0,0,1699,538,278,703
991,Putnam,2014,5252,Putnam County Animal Control,McNabb,61335-0268,Animal Control Facility,0,0,0,0,0,0,22,2,18,2,0,0,2,0,0,2,0,0,0,0,0,0,0,24,2,18,4
992,Lawrence,2014,5422,Lawrence County Animal Control,Lawrenceville,62439,Animal Control Facility,0,0,0,0,0,3,104,5,25,3,5,0,41,0,0,8,9,0,0,0,0,0,0,145,5,25,11
993,Iroquois,2014,5477,Village of Onarga,Onarga,60955-0100,Animal Control Facility,0,0,0,0,0,0,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,6
994,Lee,2014,5490,"Sauk Valley Humane Society, Inc.",Mendota,61342-8908,Animal Shelter,3,0,5,0,0,0,2,3,0,1,8,0,7,5,0,3,52,0,0,0,0,0,0,9,8,0,4
995,Adams,2014,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,0,0,0,0,0,0,184,65,86,9,0,0,12,12,0,0,0,0,1,1,0,0,0,197,78,86,9
996,Mason,2014,5567,Village of Manito,Manito,61546-0735,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
997,Williamson,2014,5619,Williamson County Animal Control,Marion,62959-8301,Animal Control Facility,0,0,0,0,0,20,679,369,172,115,20,0,10,0,2,8,0,0,0,0,0,0,0,689,369,174,123
998,Adams,2014,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,0,0,0,0,0,27,427,408,0,3,43,34,384,374,0,24,17,0,0,0,0,0,0,811,782,0,27
999,Madison,2014,5747,Alton Animal Control Center,Alton,62002-8865,Animal Control Facility,0,0,0,0,0,0,270,68,41,161,0,0,361,6,1,354,0,0,269,0,0,269,0,900,74,42,784
1000,Mason,2014,5760,City of Havana,Havana,62644-1199,Animal Control Facility,0,0,0,0,0,0,19,2,7,1,9,0,69,2,2,16,49,0,0,0,0,0,0,88,4,9,17
1001,Hamilton,2014,5801,City of McLeansboro,McLeansboro,62859-1143,Animal Shelter,0,0,0,0,0,1,59,34,13,9,3,0,13,8,0,5,0,0,0,0,0,0,0,72,42,13,14
1002,Monroe,2014,6034,Monroe County Animal Pound,Waterloo,62298,Animal Control Facility,0,0,0,0,0,0,151,60,74,14,0,0,120,67,7,45,0,0,0,0,0,0,0,271,127,81,59
1003,Lee,2014,6062,Granny Rose Animal Shelter,Dixon,61021-8417,Animal Shelter,0,0,0,0,0,16,71,67,0,0,20,22,58,54,1,1,24,0,0,0,0,0,0,129,121,1,1
1004,Macoupin,2014,6098,Macoupin County Adopt-A-Pet,Benld,62009-0053,Animal Shelter,0,0,0,0,0,82,420,423,0,2,77,45,201,190,0,0,56,0,0,0,0,0,0,621,613,0,2
1005,St. Clair,2014,6311,Marissa Animal Control,Marissa,62257-1399,Animal Control Facility,0,0,0,0,0,0,42,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0,0,65,0,12,0
1006,Henry,2014,6355,Henry CO Humane Society Kewanee,Kewanee,61443-0695,Animal Shelter,0,0,0,0,0,10,70,73,0,1,6,75,39,48,0,15,51,0,0,0,0,0,0,109,121,0,16
1007,Rock Island,2014,6357,"Animal Aid Humane Society, Inc.",Moline,61265-1953,Animal Shelter,0,0,0,0,0,4,12,14,0,0,0,88,92,158,0,0,97,0,0,0,0,0,0,104,172,0,0
1008,Madison,2014,6418,Highland Animal Shelter,Highland,62249-0307,Animal Shelter,0,0,0,0,0,23,68,56,0,0,35,103,235,145,0,10,183,0,0,0,0,0,0,303,201,0,10
1009,Macon,2014,6479,Humane Society of Decatur/Macon CO,Decatur,62526-7100,Animal Shelter,0,0,0,0,0,1,70,63,0,0,7,36,44,48,0,0,32,0,0,0,0,0,0,114,111,0,0
1010,Stephenson,2014,6480,Friends Forever Humane Society,Freeport,61032-9382,Animal Shelter,0,0,0,0,0,24,244,206,18,0,24,41,156,144,1,2,38,0,0,0,0,0,0,400,350,19,2
1011,Cumberland,2014,6512,Cumberland County Animal Control,Toledo,62468-0070,Animal Control Facility,0,0,0,0,0,0,60,22,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,32,6
1012,Clark,2014,6577,Bender's Townhouse Kennels,West Union,62477-2000,Animal Control Facility,0,0,0,0,0,0,160,82,38,26,14,0,0,0,0,0,0,0,0,0,0,0,0,160,82,38,26
1013,Madison,2014,6613,Metro East Humane Society,Edwardsville,62025-6847,Animal Shelter,0,0,0,0,0,18,381,350,0,5,20,17,288,277,0,0,37,0,0,0,0,0,0,669,627,0,5
1014,Randolph,2014,6713,Chester City Pound,Chester,62233-1314,Animal Control Facility,0,0,0,0,0,0,197,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,83,0
1015,Pope,2014,6793,Pope County Animal Pound,Golconda,62938-0279,Animal Control Facility,0,0,0,0,0,0,7,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,4
1016,Pulaski,2014,6935,Mound City Animal Pound,Mound City,62963-1168,Animal Control Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Randolph,2014,6969,Randolph County Animal Control,Sparta,62286-0406,Animal Control Facility,0,0,0,0,0,0,127,55,47,12,13,0,30,15,0,15,0,0,0,0,0,0,0,157,70,47,27
1018,White,2014,7123,Grayville City Dog Pound,Grayville,65844-1509,Animal Control Facility,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0
