,index1_x,County_x,Year_x,ShelterID,BusName_x,City_x,Zip_x,License Type_x,DogSold_x,PupSold_x,CatSold_x,KitSold_x,ExoticSold_x,BegInvDog_x,DogRec_x,DogAdopt_x,DogReclaim_x,DogEuth_x,EndInvDogs_x,BegInvCat_x,CatRec_x,CatsAdopt_x,CatsReclaim_x,CatEuth_x,EndInvCats_x,BegInvOther_x,OtherRec_x,OtherAdopt_x,OtherReclaim_x,OtherEuth_x,EndInvOther_x,AllRec_x,AllAdopt_x,AllReclaim_x,AllEuth_x,index1_y,County_y,Year_y,BusName_y,City_y,Zip_y,License Type_y,DogSold_y,PupSold_y,CatSold_y,KitSold_y,ExoticSold_y,BegInvDog_y,DogRec_y,DogAdopt_y,DogReclaim_y,DogEuth_y,EndInvDogs_y,BegInvCat_y,CatRec_y,CatsAdopt_y,CatsReclaim_y,CatEuth_y,EndInvCats_y,BegInvOther_y,OtherRec_y,OtherAdopt_y,OtherReclaim_y,OtherEuth_y,EndInvOther_y,AllRec_y,AllAdopt_y,AllReclaim_y,AllEuth_y
14,61,Boone,2010,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,Boone,2014,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,0,0,0,0,0,8,12,12,0,0,8,225,25,26,2,0,224,0,0,0,0,0,0,37,38,2,0
15,72,Brown,2010,6181,Brown County Animal Control,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,83,Brown,2014,Brown County Animal Control,Mt. Sterling,62353-0228,Animal Control Facility,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,75,Brown,2010,8899,City of Mt. Sterling,Mt. Sterling,62353,Kennel Operator,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0, ,14,0,14,0,84,Brown,2014,City of Mt. Sterling,Mt. Sterling,62353,Animal Control Facility,0,0,0,0,0,0,50,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,47,0
17,78,Brown,2010,10161,Village of Versailles,Versailles,62378,Animal Control,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,Brown,2014,Village of Versailles,Versailles,62378-0327,0,0,0,0,0,0,0,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,0
18,90,Bureau,2010,9990,Bureau County Animal Control,Princeton,61356,Animal Control,0,0,0,0,0,0,105,53,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,105,53,30,22,100,Bureau,2014,Bureau County Animal Control,Princeton,61356-1400,Animal Control Facility,0,0,0,0,0,0,55,22,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,32,1
19,93,Bureau,2010,8180,Friends Of Strays Inc.,Princeton,61356,Animal Shelter,0,0,0,0,0,0,117,111,0,0,0,0,252,227,0,14,0,0,7,7,0,0,0,376,345,0,14,98,Bureau,2014,"Friends of Strays, Inc.",Princeton,61356-9046,Animal Shelter,60,18,135,82,0,39,77,78,3,2,39,343,190,217,12,23,305,0,0,0,0,0,0,267,295,15,25
20,107,Calhoun,2010,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,110,Calhoun,2014,Andrea's Adoptive Puppies,Hardin,62047-0005,Animal Shelter,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
21,113,Carroll,2010,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,0,111,61,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,61,41,3,120,Carroll,2014,Carroll County Animal Pound,Mount Carroll,61053-9052,0,0,0,0,0,0,6,63,32,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,63,32,33,2
22,116,Carroll,2010,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,120,105,1,5,0,0,0,0,0,0,0,120,105,1,5,119,Carroll,2014,"Heartland Pet Welfare, Inc.",Savanna,61074-2909,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,55,154,146,0,2,61,0,0,0,0,0,0,154,146,0,2
23,132,Champaign,2010,11702,Catsnap,Champaign,61820,Animal Shelter,0,0,0,0,0,0,17,14,1,0,0,315,264,3,7,0,0,0,0,0,0,0,0,281,17,8,0,156,Champaign,2014,Catsnap,Rantoul,61866-2916,Animal Shelter,0,0,0,0,0,0,1,1,0,0,0,5,42,39,0,0,8,0,0,0,0,0,0,43,40,0,0
24,134,Champaign,2010,12439,Cattails Feline Rescue,Urbana,61802,Animal Shelter,0,0,60,153,0,0,0,0,0,0,0,0,213,218,0,0,0,0,0,0,0,0,0,213,218,0,0,1744,Mclean,2014,Cattails Feline Rescue,Le Roy,61752-7522,Animal Shelter,0,0,45,165,0,0,0,0,0,0,0,120,210,210,0,0,120,0,0,0,0,0,0,210,210,0,0
25,136,Champaign,2010,11647,Champaign County Animal Services,Urbana,61820,Animal Control,0,0,0,0,0,0,1172,200,507,465,0,0,884,421,49,414,0,0,17,10,1,6,0,2073,631,557,885,161,Champaign,2014,Champaign County Animal Services,Urbana,61802-2889,Animal Control Facility,0,0,0,0,0,0,810,214,336,260,0,0,639,364,45,230,0,0,29,23,3,3,0,1478,601,384,493
26,139,Champaign,2010,19,Champaign County Humane Society,Urbana,61802,Animal Shelter,0,0,0,0,0,0,925,628,16,273,0,0,957,670,14,273,0,0,151,130,0,10,0,2033,1428,30,556,158,Champaign,2014,Champaign County Humane Society,Urbana,61802-2857,Animal Shelter,0,0,0,0,0,41,883,637,46,167,30,129,1120,910,21,145,134,29,227,211,0,10,26,2230,1758,67,322
27,146,Champaign,2010,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,0,0,0,0,0,0,9,7,0,7,0,0,304,122,0,90,0,0,0,0,0,0,0,313,129,0,97,159,Champaign,2014,Prairieland Anti-Cruelty Program,Champaign,61822-9538,Kennel Operator & Animal Shelter,0,0,0,0,0,0,5,5,0,0,0,54,142,116,0,28,52,0,0,0,0,0,0,147,121,0,28
28,149,Champaign,2010,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,162,Champaign,2014,Rantoul Dog Pound,Rantoul,61866-2700,0,0,0,0,0,0,0,62,0,0,0,62,0,42,0,0,0,42,0,0,0,0,0,42,104,0,0,0
29,152,Champaign,2010,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,0,2,0,64,32,0,2,160,Champaign,2014,Wings of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,45,10,20,3,0,38,10,20,3,0
30,170,Christian,2010,29,Christian County Animal Control,Taylorville,62568,Animal Control,0,0,0,0,0,0,221,144,51,26,0,0,50,36,5,9,0,0,0,0,0,0,0,271,180,56,35,178,Christian,2014,Christian County Animal Control,Taylorville,62568-9381,Animal Shelter,0,0,0,0,0,0,172,89,61,22,0,0,37,34,3,0,0,0,0,0,0,0,0,209,123,64,22
31,172,Christian,2010,8278,City of Assumption,Assumption,62510,Animal Control,0,0,0,0,0,0,10,0,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,15,0,15,0,179,Christian,2014,City of Assumption,Assumption,62510-0106,0,0,0,0,0,0,0,12,0,10,2,0,0,4,0,1,3,0,0,0,0,0,0,0,16,0,11,5
32,180,Clark,2010,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,196,Clark,2014,Baird's Pound,Martinsville,62442-2727,Animal Control Facility,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
33,184,Clark,2010,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,0,0,0,0,0,0,168,89,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,168,89,21,46,197,Clark,2014,Bender's Townhouse Kennels,West Union,62477-2000,Animal Control Facility,0,0,0,0,0,0,160,82,38,26,14,0,0,0,0,0,0,0,0,0,0,0,0,160,82,38,26
34,191,Clark,2010,31,City of Casey,Casey,62420,Animal Control,0,0,0,0,0,0,63,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0,198,Clark,2014,City of Casey,Casey,62420-0425,Animal Control Facility,0,0,0,0,0,0,46,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,24,0
35,207,Clinton,2010,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,0,0,0,0,0,0,130,122,12,0,0,0,117,57,10,0,0,0,0,0,0,0,0,247,179,22,0,216,Clinton,2014,Centralia Humane Society,Centralia,62801-9103,Animal Shelter,0,0,0,0,0,39,31,40,0,0,30,50,47,41,0,0,56,0,0,0,0,0,0,78,81,0,0
36,210,Clinton,2010,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,0,0,0,0,0,0,652,166,235,251,0,0,575,33,15,527,0,0,0,0,0,0,0,1227,199,250,778,218,Clinton,2014,Clinton County Animal Control,Carlyle,62231,Animal Control Facility,0,0,0,0,0,2,454,160,169,117,10,19,510,33,14,467,15,0,9,0,0,9,0,973,193,183,593
37,222,Coles,2010,5242,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,0,0,0,0,0,0,1002,326,266,381,0,0,900,174,9,524,0,0,113,11,80,22,0,2015,511,355,927,233,Coles,2014,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,0,0,0,0,0,6,847,329,273,239,6,15,852,209,5,464,15,0,0,0,0,0,0,1699,538,278,703
38,225,Coles,2010,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,87,75,1,1,0,0,45,25,14,0,0,0,0,0,0,0,0,132,100,15,1,232,Coles,2014,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,0,0,0,0,0,1,22,20,0,0,3,7,31,28,9,1,0,0,0,0,0,0,0,53,48,9,1
39,228,Coles,2010,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,4,3,0,0,75,56,5,1,0,0,0,0,1,0,0,0,0,10,4,0,0,231,Coles,2014,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,586,Crawford,2010,8940,Crawford County Humane Society,Robinson,62454-3356,Animal Shelter,0,0,0,0,0,0,723,75,123,62,0,0,738,24,4,224,0,0,0,0,0,0,0,1461,99,127,286,594,Crawford,2014,Crawford County Humane Society,Robinson,62454-3356,Animal Control Facility,0,0,0,0,0,73,472,82,94,84,71,435,362,99,3,42,597,0,0,0,0,0,0,834,181,97,126
41,590,Crawford,2010,14047,Crawford County Spay & Neuter Foundation,Robinson,62454,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,76,31,0,9,0,0,0,0,0,0,0,76,31,0,9,595,Crawford,2014,Crawford County Spay & Neuter Foundation,Robinson,62454-3736,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,3,117,89,0,18,13,0,0,0,0,0,0,117,89,0,18
42,602,Cumberland,2010,6512,Cumberland County Pound,Toledo,62468,Animal Shelter,0,0,0,0,0,0,67,60,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,67,60,10,7,610,Cumberland,2014,Cumberland County Animal Control,Toledo,62468-0070,Animal Control Facility,0,0,0,0,0,0,60,22,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,32,6
43,605,Cumberland,2010,8443,Neoga Animal Shelter,Neoga,62447,Animal Control,0,0,0,0,0,0,5,0,1,0,0,0,13,0,0,13,0,0,0,0,0,0,0,18,0,1,13,611,Cumberland,2014,Neoga Animal Shelter,Neoga,62447-0248,Animal Control Facility,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0
44,617,Dekalb,2010,3343,Dekalb County Animal Shelter,Genoa,60135-7612,Animal Shelter,0,0,0,0,0,0,246,222,38,5,0,0,160,159,15,13,0,0,2,2,0,0,0,408,383,53,18,629,Dekalb,2014,Dekalb County Animal Shelter,Genoa,60135-7612,Animal Shelter,0,0,0,0,0,32,191,134,19,6,32,98,213,199,8,15,122,0,1,1,0,0,0,405,334,27,21
45,623,Dekalb,2010,9944,Recycling Animals In Need (R.A.I.N.),Hinckley,60520-0810,Animal Shelter,0,0,0,0,0,0,18,17,0,0,0,0,26,20,0,0,0,0,0,0,0,0,0,44,37,0,0,633,Dekalb,2014,Recycling Animals in Need (R.A.I.N.),Hinckley,60520-0810,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
46,626,Dekalb,2010,10584,Tails Humane Society,Dekalb,60115,Animal Shelter,0,0,0,0,0,0,1004,867,34,68,0,0,1068,881,36,167,0,0,188,126,1,9,0,2260,1874,71,244,634,Dekalb,2014,Tails Humane Society,Dekalb,60115-8409,Animal Shelter,572,568,309,302,0,93,1318,1140,42,78,111,76,808,611,21,148,88,18,114,108,1,7,4,2240,1859,64,233
47,644,Dewitt,2010,1395,Dewitt County Animal Control,Clinton,61727,Animal Control,0,0,0,0,0,0,142,66,63,8,0,0,155,45,0,20,0,0,0,0,0,0,0,297,111,63,28,652,Dewitt,2014,Dewitt County Animal Control,Clinton,61727,Animal Control Facility,0,0,0,0,0,1,105,48,33,8,17,21,208,213,1,15,0,0,8,8,0,0,0,321,269,34,23
48,647,Dewitt,2010,13301,"Second Chance Pet Adoptions, Inc.",Clinton,61727,Animal Shelter,0,0,0,0,0,0,0,72,0,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,113,0,2,651,Dewitt,2014,"Second Chance Pet Adoptions, Inc.",Clinton,61727-1805,Animal Shelter,0,0,0,0,0,0,56,39,0,0,17,0,36,26,0,0,10,0,0,2,0,0,0,92,67,0,0
49,654,Douglas,2010,9011,City of Arcola,Arcola,61910-0215,Animal Control,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,666,Douglas,2014,City of Arcola,Arcola,61910-0215,Animal Control Facility,0,0,0,0,0,0,17,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,14,0
50,658,Douglas,2010,3259,Douglas County Animal Control,Tuscola,61953-0320,Animal Control,0,0,0,0,0,0,56,12,18,1,0,0,24,8,10,0,0,0,0,0,0,0,0,80,20,28,1,667,Douglas,2014,Douglas County Animal Control,Tuscola,61953-0192,Animal Control Facility,41,11,10,13,0,52,174,46,132,6,0,23,23,13,5,4,1,0,0,0,0,0,0,197,59,137,10
51,781,Edgar,2010,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,1,0,0,0,0,0,214,1,202,11,0,0,15,15,0,0,0,0,0,0,0,0,0,229,16,202,11,797,Edgar,2014,Edgar County Animal Control,Paris,61944-0381,Animal Control Facility,55,0,0,0,0,14,265,55,67,26,16,0,0,0,0,0,0,0,0,0,0,0,0,265,55,67,26
52,785,Edgar,2010,10793,"Edgar County Humane Association, Inc.",Paris,61944,Animal Shelter,0,0,0,0,0,0,277,191,16,8,0,0,153,131,12,10,0,0,0,0,0,0,0,430,322,28,18,794,Edgar,2014,"Edgar County Humane Association, Inc.",Paris,61944-5152,Animal Shelter,0,0,0,0,0,4,1,0,1,1,2,24,114,118,1,3,18,0,0,0,0,0,0,115,118,2,4
53,789,Edgar,2010,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,0,0,0,0,0,0,162,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,112,2,0,796,Edgar,2014,Safe A Mutt Shelter & Rescue,Chrisman,61924-8031,Animal Shelter,0,0,0,0,0,5,158,151,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,158,151,4,3
54,801,Edwards,2010,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,37,0,23,14,0,0,42,0,4,38,0,0,120,0,0,0,0,199,0,27,52,806,Edwards,2014,Albion Animal Pound,Albion,62806-1016,Animal Control Facility,0,0,0,0,0,0,35,0,17,18,0,0,25,2,23,2,0,0,0,0,0,0,0,60,2,40,20
55,808,Effingham,2010,13912,E.A.R.S.,Effingham,62401,Animal Shelter,0,0,0,0,0,0,183,179,1,2,0,0,60,35,0,4,0,0,1,0,0,0,0,244,214,1,6,817,Effingham,2014,E.A.R.S.,Effingham,62401-6211,Animal Shelter,0,0,0,0,0,12,161,144,12,0,17,4,79,75,0,1,7,0,0,0,0,0,0,240,219,12,1
56,811,Effingham,2010,171,Effingham County Animal Control,Effingham,62401,Animal Control,0,0,0,0,0,0,364,110,73,181,0,0,143,7,4,132,0,0,0,0,0,0,0,507,117,77,313,818,Effingham,2014,Effingham County Animal Control,Effingham,62401-4080,0,86,6,10,24,0,9,258,92,61,108,6,4,145,34,10,91,14,0,1,0,0,1,0,404,126,71,200
57,822,Fayette,2010,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,0,0,0,0,0,0,916,72,63,781,0,0,314,1,3,310,0,0,0,0,0,0,0,1230,73,66,1091,829,Fayette,2014,Fayette County Animal Control,Vandalia,62471-4002,Animal Control Facility,0,0,0,0,0,8,245,76,49,120,8,0,50,2,0,48,0,0,0,0,0,0,0,295,78,49,168
58,825,Fayette,2010,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,50,120,0,0,0,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0,828,Fayette,2014,Second Chance Animal Rescue,Vandalia,62471-4139,Kennel Operator & Animal Shelter,60,100,0,0,0,15,150,160,0,0,5,4,1,5,0,0,0,0,0,0,0,0,0,151,165,0,0
59,832,Franklin,2010,6989,City of Christopher,Christopher,62822,Animal Control,0,0,0,0,0,0,0,79,5,27,49,0,0,23,22,1,0,0,0,0,0,0,0,0,102,27,28,840,Franklin,2014,City of Christopher,Christopher,62822-1253,Animal Control Facility,0,0,0,0,0,1,35,0,25,10,0,0,22,0,4,18,0,0,0,0,0,0,0,57,0,29,28
60,835,Franklin,2010,4486,Franklin County Dog Pound,Benton,62812,Animal Control,0,0,0,0,0,0,1253,517,72,664,0,0,1265,380,16,869,0,0,4,0,0,4,0,2522,897,88,1537,842,Franklin,2014,Franklin County Animal Control,Benton,62812-0967,Animal Control Facility,49,1,5,1,0,0,615,50,118,304,0,0,807,6,8,745,0,0,0,0,0,0,0,1422,56,126,1049
61,844,Fulton,2010,189,Fulton County Animal Control,Canton,61520,Animal Shelter,0,0,0,0,0,0,574,432,137,0,0,0,458,447,14,33,0,0,0,0,0,0,0,1032,879,151,33,852,Fulton,2014,Fulton County Animal Control,Canton,61520,Animal Control Facility,0,0,0,0,0,0,419,250,94,22,0,0,246,400,1,8,0,0,0,0,0,0,0,665,650,95,30
62,847,Fulton,2010,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,0,0,0,0,0,0,574,432,137,24,0,0,458,447,14,33,0,0,0,0,0,0,0,1032,879,151,57,851,Fulton,2014,Humane Society of Fulton County,Canton,61520,Animal Shelter,0,0,0,0,0,0,419,250,94,22,0,0,246,400,1,8,0,0,0,0,0,0,0,665,650,95,30
63,859,Greene,2010,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,0,0,0,0,0,0,200,48,23,129,0,0,98,2,1,95,0,0,0,0,0,0,0,298,50,24,224,874,Greene,2014,Ghrist Vet Clinic - Carrollton Branch,Carrollton,62016-9596,Animal Control Facility,0,0,0,0,0,0,17,5,4,8,0,0,10,6,0,4,0,0,0,0,0,0,0,27,11,4,12
64,866,Greene,2010,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,139,12,43,29,0,0,161,153,0,0,0,0,81,72,0,0,0,0,0,0,0,0,0,242,225,0,0,873,Greene,2014,The Dog P.E.N.,Roodhouse,62082-1251,Animal Shelter,44,6,174,32,0,12,43,50,0,0,5,0,206,206,0,0,0,0,0,0,0,0,0,249,256,0,0
65,869,Greene,2010,8432,White Hall Animal Control,White Hall,62092,Animal Control,0,0,0,0,0,0,19,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,12,6,875,Greene,2014,White Hall Animal Control,White Hall,62092-1397,Animal Control Facility,0,0,0,0,0,3,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,0
66,882,Grundy,2010,3700,Grundy County Animal Control,Morris,60450,Animal Control,0,0,0,0,0,0,299,87,130,70,0,0,359,15,8,267,0,0,0,0,0,0,0,658,102,138,337,896,Grundy,2014,Grundy County Animal Control,Morris,60450-8336,Animal Control Facility,61,0,9,0,0,18,240,61,122,38,9,25,212,9,8,92,31,0,0,0,0,0,0,452,70,130,130
